model,sharpe,sortino,expected_shortfall,max_drawdown_pct,calmar,periods_per_year
interest_only,0.1334655747788182,0.6289005754211328,-0.008431397901308979,0.0,,6.367961934972244
fixed_ratio,0.4322685507833178,3.358525064319397,-0.10000000000000009,-80.54730888677632,0.3080485706997903,6.367961934972244
hybrid,0.33706356319269226,1.9766093986581106,-0.012000000000000122,-10.201827424029531,1.1011735552543411,6.367961934972244
