FECHA;ESPECIE;BASE;TIPO;ÚLTIMO;%;MONTO;HORA;APE.;MAX.;MIN.;C. ANT.;NOMINAL;PRECIO GGAL;VAR. % GGAL;TLR;VI %;VE %;DÍAS AL VTO.;PLAZO (años)
15/12/2023;GFGC700.FE;700;Call;1100,000;-0,95%;2.095.781;16:07:48;1100,000;1125,000;1091,437;1110,592;19;1652,50;-7,62%;110,00%;181,87%;8,93%;63;0,1726
15/12/2023;GFGC910.FE;910;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;640,000;0;1652,50;-7,62%;110,00%;;;63;0,1726
15/12/2023;GFGC950.FE;950;Call;930,000;0,00%;190.143;16:58:57;971,425;971,425;930,000;0,000;2;1652,50;-7,62%;110,00%;174,85%;13,77%;63;0,1726
15/12/2023;GFGC990.FE;990;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;1652,50;-7,62%;110,00%;;;63;0,1726
15/12/2023;GFGC1050FE;1050;Call;805,378;-7,18%;2.529.003;16:58:57;860,000;860,000;797,602;867,667;31;1652,50;-7,62%;110,00%;112,63%;12,28%;63;0,1726
15/12/2023;GFGC1150FE;1150;Call;716,000;-15,76%;2.342.800;16:51:56;801,000;801,000;716,000;850,000;31;1652,50;-7,62%;110,00%;90,51%;12,92%;63;0,1726
15/12/2023;GFGC1200FE;1200;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;780,000;0;1652,50;-7,62%;110,00%;;;63;0,1726
15/12/2023;GFGC1250FE;1250;Call;680,689;-6,24%;211.069;16:54:36;715,000;715,000;680,689;726,000;3;1652,50;-7,62%;110,00%;121,84%;16,83%;63;0,1726
15/12/2023;GFGC1300FE;1300;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;300,000;0;1652,50;-7,62%;110,00%;;;63;0,1726
15/12/2023;GFGC1350FE;1350;Call;575,813;-11,69%;4.370.777;16:56:41;625,000;635,000;560,000;652,000;74;1652,50;-7,62%;110,00%;91,36%;16,54%;63;0,1726
15/12/2023;GFGC1400FE;1400;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;686,975;0;1652,50;-7,62%;110,00%;;;63;0,1726
15/12/2023;GFGC1450FE;1450;Call;478,000;-21,44%;382.400;16:37:18;478,000;478,000;478,000;608,440;8;1652,50;-7,62%;110,00%;67,55%;16,67%;63;0,1726
15/12/2023;GFGC14915F;1491,5;Call;453,093;-19,82%;82.280.136;16:59:17;510,000;510,000;440,000;565,087;1.691;1652,50;-7,62%;110,00%;70,11%;17,68%;63;0,1726
15/12/2023;GFGC1570FE;1570;Call;403,404;-19,32%;10.720.501;16:50:45;460,000;470,000;392,000;500,000;241;1652,50;-7,62%;110,00%;70,62%;19,42%;63;0,1726
15/12/2023;GFGC1640FE;1640;Call;351,057;-23,68%;6.777.453;16:59:16;395,000;415,000;341,259;460,000;181;1652,50;-7,62%;110,00%;65,25%;20,49%;63;0,1726
15/12/2023;GFGC17015F;1701,5;Call;318,241;-22,76%;7.920.894;16:59:50;375,000;444,000;307,760;412,000;238;1652,50;-7,62%;110,00%;66,57%;19,26%;63;0,1726
15/12/2023;GFGC17715F;1771,5;Call;285,867;-24,05%;12.954.983;16:58:24;305,500;336,463;251,396;376,400;435;1652,50;-7,62%;110,00%;68,68%;17,30%;63;0,1726
15/12/2023;GFGC18515F;1851,5;Call;239,220;-26,78%;28.587.554;16:57:45;300,000;310,000;235,000;326,692;1.117;1652,50;-7,62%;110,00%;65,37%;14,48%;63;0,1726
15/12/2023;GFGC19315F;1931,5;Call;202,511;-29,35%;118.518.330;16:59:44;270,000;280,000;193,000;286,654;5.205;1652,50;-7,62%;110,00%;64,66%;12,25%;63;0,1726
15/12/2023;GFGC2020FE;2020;Call;156,644;-35,01%;70.594.277;16:59:50;245,000;245,000;151,000;241,015;3.876;1652,50;-7,62%;110,00%;60,28%;9,48%;63;0,1726
15/12/2023;GFGC2100FE;2100;Call;129,579;-36,47%;199.874.568;16:59:50;210,000;210,000;123,006;203,964;12.359;1652,50;-7,62%;110,00%;60,12%;7,84%;63;0,1726
15/12/2023;GFGC2200FE;2200;Call;95,148;0,00%;4.687.520;16:59:44;140,000;140,000;95,000;0,000;424;1652,50;-7,62%;110,00%;57,67%;5,76%;63;0,1726
15/12/2023;GFGC2300FE;2300;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;1652,50;-7,62%;110,00%;;;63;0,1726
15/12/2023;GFGC2400FE;2400;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;1652,50;-7,62%;110,00%;;;63;0,1726
