FECHA;ESPECIE;BASE;TIPO;ÚLTIMO;%;MONTO;HORA;APE.;MAX.;MIN.;C. ANT.;NOMINAL;PRECIO GGAL;VAR. % GGAL;TLR;VI %;VE %;DELTA;GAMMA;VEGA;THETA;DÍAS AL VTO.;PLAZO (años)
19/12/2025;GFGC3000FE;3000;Call;0,000;0,00%;0;0:00:00;;;;;;8370,00;0,60%;24,00%;;;0,9996;0,0000;0,0485;-1,9212;63;0,1726
19/12/2025;GFGC32316F;3231,6;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;4439,990;0;8370,00;0,60%;24,00%;;;0,9992;0,0000;0,1001;-2,0974;63;0,1726
19/12/2025;GFGC41097F;4109,7;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;8370,00;0,60%;24,00%;;;0,9923;0,0000;0,7408;-3,0174;63;0,1726
19/12/2025;GFGC44539F;4453,9;Call;4089,160;20,14%;1.218.773;15:01:15;4009,410;4089,160;4009,410;3403,783;3;8370,00;0,60%;24,00%;0,00%;2,07%;0,9854;0,0000;1,2890;-3,5410;63;0,1726
19/12/2025;GFGC53539F;5353,9;Call;3192,280;6,18%;11.537.018;16:59:02;3227,170;3316,900;3187,290;3006,340;36;8370,00;0,60%;24,00%;0,00%;2,10%;0,9483;0,0000;3,6814;-5,3964;63;0,1726
19/12/2025;GFGC56316F;5631,6;Call;3049,390;3,65%;5.349.848;15:50:34;2990,000;3049,390;2930,000;2942,000;18;8370,00;0,60%;24,00%;76,69%;3,72%;0,9302;0,0000;4,6574;-6,0751;63;0,1726
19/12/2025;GFGC59539F;5953,9;Call;2650,000;3,14%;12.779.516;16:48:40;2650,000;2877,780;2650,000;2569,200;48;8370,00;0,60%;24,00%;0,00%;2,79%;0,9050;0,0001;5,8754;-6,8875;63;0,1726
19/12/2025;GFGC6200FE;6200;Call;0,000;0,00%;0;0:00:00;;;;;;8370,00;0,60%;24,00%;;;0,8829;0,0001;6,8372;-7,5065;63;0,1726
19/12/2025;GFGC63316F;6331,6;Call;2335,880;6,57%;15.451.640;15:56:07;2370,000;2370,000;2226,210;2191,900;67;8370,00;0,60%;24,00%;50,38%;3,55%;0,8701;0,0001;7,3538;-7,8315;63;0,1726
19/12/2025;GFGC67539F;6753,9;Call;1980,000;4,21%;9.573.908;16:37:52;1934,090;1980,000;1888,950;1900,000;50;8370,00;0,60%;24,00%;51,69%;4,35%;0,8247;0,0001;8,9740;-8,8170;63;0,1726
19/12/2025;GFGC69539F;6953,9;Call;1899,999;18,75%;5.961.000;16:54:57;1900,000;1900,000;1800,000;1600,000;32;8370,00;0,60%;24,00%;62,28%;5,78%;0,8012;0,0001;9,6995;-9,2403;63;0,1726
19/12/2025;GFGC71767F;7176,7;Call;1734,999;8,44%;75.840.197;16:54:37;1719,990;1920,000;1461,000;1599,999;453;8370,00;0,60%;24,00%;61,86%;6,47%;0,7738;0,0001;10,4594;-9,6699;63;0,1726
19/12/2025;GFGC7400FE;7400;Call;1210,000;-3,20%;401.000;14:39:53;1400,000;1400,000;1210,000;1250,000;3;8370,00;0,60%;24,00%;0,00%;2,87%;0,7453;0,0001;11,1589;-10,0501;63;0,1726
19/12/2025;GFGC75539F;7553,9;Call;1250,000;1,94%;86.112.501;16:59:56;1349,000;1800,000;1140,001;1226,209;655;8370,00;0,60%;24,00%;38,80%;5,18%;0,7251;0,0001;11,6000;-10,2803;63;0,1726
19/12/2025;GFGC7800FE;7800;Call;1105,000;8,33%;23.958.773;16:54:24;1111,000;1280,000;1030,000;1020,000;210;8370,00;0,60%;24,00%;42,13%;6,39%;0,6922;0,0001;12,2291;-10,5914;63;0,1726
19/12/2025;GFGC79539F;7953,9;Call;999,999;3,02%;495.873.528;16:59:59;970,000;1149,850;970,000;970,667;4735;8370,00;0,60%;24,00%;41,86%;6,98%;0,6714;0,0001;12,5722;-10,7494;63;0,1726
19/12/2025;GFGC82539F;8253,9;Call;816,000;2,11%;614.055.617;16:59:56;869,999;1000,000;790,000;799,126;7123;8370,00;0,60%;24,00%;41,69%;8,36%;0,6304;0,0001;13,1251;-10,9753;63;0,1726
19/12/2025;GFGC85539F;8553,9;Call;653,000;-0,07%;1.290.721.510;16:59:53;671,000;810,000;653,000;653,466;17873;8370,00;0,60%;24,00%;41,38%;7,80%;0,5894;0,0001;13,5230;-11,0940;63;0,1726
19/12/2025;GFGC8900FE;8900;Call;519,000;2,89%;474.738.265;16:58:48;520,000;640,000;511,000;504,432;8260;8370,00;0,60%;24,00%;42,85%;6,20%;0,5427;0,0001;13,7932;-11,1040;63;0,1726
