FECHA;ESPECIE;BASE;TIPO;ÚLTIMO;%;MONTO;HORA;APE.;MAX.;MIN.;C. ANT.;NOMINAL;PRECIO GGAL;VAR. % GGAL;TLR;VI %;VE %;DELTA;GAMMA;VEGA;THETA;DÍAS AL VTO.;PLAZO (años)
17/04/2026;GFGC77487J;7748,7;Call;199,000;-13,28%;242.391.377;16:59:53;259,910;268,000;196,000;229,474;10571;7005,00;-1,75%;23,00%;31,75%;2,84%;0,4142;0,0003;11,3405;-5,8164;63;0,1726
17/04/2026;GFGC79487J;7948,7;Call;155,000;-12,14%;100.136.779;16:59:53;195,000;199,999;155,000;176,418;5743;7005,00;-1,75%;23,00%;32,47%;2,21%;0,3640;0,0003;10,9293;-5,4805;63;0,1726
17/04/2026;GFGC82487J;8248,7;Call;105,001;-12,81%;87.182.314;16:59:39;123,000;130,000;105,000;120,425;7479;7005,00;-1,75%;23,00%;33,37%;1,50%;0,2953;0,0003;10,0464;-4,8963;63;0,1726
17/04/2026;GFGC85241J;8524,1;Call;75,510;-13,21%;40.459.930;16:59:49;95,000;95,000;75,500;87,000;4892;7005,00;-1,75%;23,00%;34,50%;1,08%;0,2399;0,0002;9,0458;-4,3140;63;0,1726
17/04/2026;GFGC88241J;8824,1;Call;54,110;-13,53%;8.739.044;16:59:41;66,330;66,330;54,100;62,574;1488;7005,00;-1,75%;23,00%;35,87%;0,77%;0,1883;0,0002;7,8542;-3,6721;63;0,1726
17/04/2026;GFGC91241J;9124,1;Call;40,000;-16,06%;4.359.515;16:58:26;70,000;70,000;40,000;47,653;1000;7005,00;-1,75%;23,00%;37,34%;0,57%;0,1455;0,0002;6,6496;-3,0573;63;0,1726
17/04/2026;GFGC9474JU;9474;Call;30,001;-18,91%;3.568.702;16:59:47;37,990;37,990;29,055;36,999;1057;7005,00;-1,75%;23,00%;39,35%;0,43%;0,1058;0,0001;5,3222;-2,4071;63;0,1726
17/04/2026;GFGC10524J;10524;Call;16,850;-20,93%;3.957.097;16:59:41;20,005;20,005;16,488;21,310;2168;7005,00;-1,75%;23,00%;46,06%;0,24%;0,0368;0,0001;2,3449;-1,0233;63;0,1726
17/04/2026;GFGC10924J;10924;Call;14,300;-20,33%;2.489.562;16:59:41;18,000;18,000;13,800;17,949;1683;7005,00;-1,75%;23,00%;48,51%;0,20%;0,0238;0,0000;1,6345;-0,7062;63;0,1726
17/04/2026;GFGC11324J;11324;Call;12,500;-18,11%;15.418.272;16:59:41;13,000;14,990;11,700;15,265;11603;7005,00;-1,75%;23,00%;50,94%;0,18%;0,0152;0,0000;1,1148;-0,4775;63;0,1726
17/04/2026;GFGV43487J;4348,7;Put;3,600;23,71%;594.213;16:58:46;3,450;4,999;2,130;2,910;1526;7005,00;-1,75%;23,00%;52,66%;0,05%;-0,0030;0,0000;0,2654;-0,0847;63;0,1726
17/04/2026;GFGV4574JU;4574;Put;4,550;-8,41%;643.124;16:58:57;4,005;7,000;4,005;4,968;1265;7005,00;-1,75%;23,00%;49,43%;0,06%;-0,0064;0,0000;0,5234;-0,1646;63;0,1726
17/04/2026;GFGV4774JU;4774;Put;6,190;-14,84%;999.817;16:59:01;5,555;7,900;5,505;7,269;1561;7005,00;-1,75%;23,00%;47,30%;0,09%;-0,0116;0,0000;0,8830;-0,2737;63;0,1726
17/04/2026;GFGV5000JU;5000;Put;8,950;130,97%;687.386;16:42:55;6,200;30,000;6,200;3,875;718;7005,00;-1,75%;23,00%;45,12%;0,13%;-0,0211;0,0000;1,4718;-0,4475;63;0,1726
17/04/2026;GFGV5174JU;5174;Put;11,990;-16,81%;1.735.741;16:53:44;11,005;52,000;10,000;14,413;1447;7005,00;-1,75%;23,00%;43,57%;0,17%;-0,0317;0,0001;2,0710;-0,6193;63;0,1726
17/04/2026;GFGV5374JU;5374;Put;18,000;50,00%;561.483;16:42:16;16,000;19,000;15,500;12,000;328;7005,00;-1,75%;23,00%;42,43%;0,26%;-0,0482;0,0001;2,9172;-0,8538;63;0,1726
17/04/2026;GFGV55487J;5548,7;Put;25,000;0,00%;238.273;16:58:08;40,000;40,000;10,000;0,000;96;7005,00;-1,75%;23,00%;41,33%;0,36%;-0,0671;0,0001;3,7816;-1,0835;63;0,1726
17/04/2026;GFGV5774JU;5774;Put;39,000;-0,54%;2.948.900;16:58:26;33,000;40,880;31,000;39,210;826;7005,00;-1,75%;23,00%;40,32%;0,56%;-0,0979;0,0001;5,0297;-1,3960;63;0,1726
17/04/2026;GFGV5974JU;5974;Put;57,000;1,12%;13.786.942;16:59:33;54,998;60,000;46,000;56,368;2553;7005,00;-1,75%;23,00%;39,54%;0,81%;-0,1316;0,0002;6,2103;-1,6675;63;0,1726
17/04/2026;GFGV61487J;6148,7;Put;77,000;3,23%;16.955.228;16:59:05;61,006;77,900;60,000;74,588;2384;7005,00;-1,75%;23,00%;38,71%;1,10%;-0,1659;0,0002;7,2486;-1,8818;63;0,1726
17/04/2026;GFGV63487J;6348,7;Put;107,010;6,57%;67.281.680;16:59:58;94,000;109,000;80,000;100,411;6853;7005,00;-1,75%;23,00%;37,82%;1,53%;-0,2100;0,0002;8,3882;-2,0812;63;0,1726
17/04/2026;GFGV65487J;6548,7;Put;157,000;5,73%;136.556.429;16:59:51;120,000;159,489;120,000;148,498;9577;7005,00;-1,75%;23,00%;38,21%;2,24%;-0,2588;0,0002;9,4173;-2,2128;63;0,1726
17/04/2026;GFGV67487J;6748,7;Put;211,000;12,57%;87.566.023;16:59:48;166,000;217,000;156,000;187,433;4577;7005,00;-1,75%;23,00%;37,67%;3,01%;-0,3112;0,0003;10,2838;-2,2612;63;0,1726
17/04/2026;GFGV6974JU;6974;Put;293,000;13,72%;90.798.309;16:56:51;230,000;295,000;230,000;257,643;3345;7005,00;-1,75%;23,00%;37,66%;4,18%;-0,3730;0,0003;11,0166;-2,2043;63;0,1726
17/04/2026;GFGV71487J;7148,7;Put;370,000;13,99%;182.456.537;16:59:55;334,999;370,000;285,002;324,580;5507;7005,00;-1,75%;23,00%;37,78%;3,23%;-0,4219;0,0003;11,3873;-2,0759;63;0,1726
17/04/2026;GFGV73487J;7348,7;Put;480,000;18,39%;52.452.981;16:41:39;405,000;480,000;405,000;405,447;1194;7005,00;-1,75%;23,00%;38,69%;1,95%;-0,4780;0,0003;11,5925;-1,8411;63;0,1726
17/04/2026;GFGV75241J;7524,1;Put;584,200;15,81%;28.439.500;16:52:59;550,000;584,200;450,000;504,455;521;7005,00;-1,75%;23,00%;39,23%;0,93%;-0,5262;0,0003;11,5851;-1,5637;63;0,1726
17/04/2026;GFGV77487J;7748,7;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,5858;0,0003;11,3405;-1,1237;63;0,1726
17/04/2026;GFGV79487J;7948,7;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,6360;0,0003;10,9293;-0,6666;63;0,1726
17/04/2026;GFGV82487J;8248,7;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,7047;0,0003;10,0464;0,0992;63;0,1726
17/04/2026;GFGV85241J;8524,1;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,7601;0,0002;9,0458;0,8483;63;0,1726
17/04/2026;GFGV88241J;8824,1;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,8117;0,0002;7,8542;1,6718;63;0,1726
17/04/2026;GFGV91241J;9124,1;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,8545;0,0002;6,6496;2,4683;63;0,1726
17/04/2026;GFGV9474JU;9474;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,8942;0,0001;5,3222;3,3304;63;0,1726
17/04/2026;GFGV10524J;10524;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;3503,983;0;7005,00;-1,75%;23,00%;;;-0,9632;0,0001;2,3449;5,3502;63;0,1726
17/04/2026;GFGV10924J;10924;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;3843,248;0;7005,00;-1,75%;23,00%;;;-0,9762;0,0000;1,6345;5,9095;63;0,1726
17/04/2026;GFGV11324J;11324;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7005,00;-1,75%;23,00%;;;-0,9848;0,0000;1,1148;6,3804;63;0,1726
20/04/2026;GFGC43487J;4348,7;Call;2831,370;2,27%;78.752.604;16:48:44;2731,000;2841,340;2700,000;2768,620;279;7055,00;0,71%;22,50%;0,00%;1,77%;0,9980;0,0000;0,1811;-2,6438;60;0,1644
20/04/2026;GFGC4574JU;4574;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2594,275;0;7055,00;0,71%;22,50%;;;0,9955;0,0000;0,3799;-2,8423;60;0,1644
20/04/2026;GFGC4774JU;4774;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2362,330;0;7055,00;0,71%;22,50%;;;0,9913;0,0000;0,6724;-3,0543;60;0,1644
20/04/2026;GFGC5000JU;5000;Call;2000,000;-10,12%;600.000;10:33:11;2000,000;2000,000;2000,000;2225,080;3;7055,00;0,71%;22,50%;0,00%;-0,78%;0,9835;0,0000;1,1748;-3,3450;60;0,1644
20/04/2026;GFGC5174JU;5174;Call;2100,000;-1,48%;1.188.618;16:40:04;1903,561;2100,000;1889,060;2131,635;6;7055,00;0,71%;22,50%;54,01%;3,10%;0,9744;0,0000;1,7064;-3,6097;60;0,1644
20/04/2026;GFGC5374JU;5374;Call;1701,930;-9,95%;683.073;11:08:32;1713,433;1713,433;1701,930;1890,000;4;7055,00;0,71%;22,50%;0,00%;0,30%;0,9597;0,0001;2,4823;-3,9569;60;0,1644
20/04/2026;GFGC55487J;5548,7;Call;1645,000;-7,32%;13.832.889;16:04:05;1568,770;1650,000;1526,621;1774,914;87;7055,00;0,71%;22,50%;0,00%;1,97%;0,9424;0,0001;3,2982;-4,2921;60;0,1644
20/04/2026;GFGC5774JU;5774;Call;1432,054;-2,32%;578.607;15:40:38;1460,982;1460,982;1432,054;1466,040;4;7055,00;0,71%;22,50%;0,00%;2,14%;0,9135;0,0001;4,5089;-4,7521;60;0,1644
20/04/2026;GFGC5974JU;5974;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7055,00;0,71%;22,50%;;;0,8811;0,0002;5,6838;-5,1650;60;0,1644
20/04/2026;GFGC61487J;6148,7;Call;1142,778;3,89%;1.247.937;16:34:01;1135,000;1142,778;1116,846;1100,000;11;7055,00;0,71%;22,50%;25,75%;3,35%;0,8477;0,0002;6,7377;-5,5098;60;0,1644
20/04/2026;GFGC63487J;6348,7;Call;1020,000;-0,97%;4.993.000;16:40:05;910,000;1020,000;900,000;1030,000;52;7055,00;0,71%;22,50%;35,96%;4,45%;0,8038;0,0002;7,9152;-5,8636;60;0,1644
20/04/2026;GFGC65487J;6548,7;Call;838,118;-0,22%;69.027.473;16:35:10;601,000;850,000;601,000;840,000;877;7055,00;0,71%;22,50%;32,07%;4,70%;0,7547;0,0002;8,9971;-6,1516;60;0,1644
20/04/2026;GFGC67487J;6748,7;Call;690,000;-4,19%;76.749.663;16:49:14;552,000;700,000;550,410;720,199;1162;7055,00;0,71%;22,50%;31,67%;5,44%;0,7015;0,0003;9,9232;-6,3547;60;0,1644
20/04/2026;GFGC6974JU;6974;Call;548,000;0,72%;440.657.394;16:59:41;475,000;550,000;450,000;544,073;8871;7055,00;0,71%;22,50%;32,00%;6,62%;0,6380;0,0003;10,7219;-6,4658;60;0,1644
20/04/2026;GFGC71487J;7148,7;Call;447,900;-0,46%;355.782.419;16:59:49;425,000;459,999;372,000;449,951;8683;7055,00;0,71%;22,50%;31,85%;6,35%;0,5873;0,0003;11,1367;-6,4611;60;0,1644
20/04/2026;GFGC73487J;7348,7;Call;350,000;0,93%;536.564.212;16:59:55;310,200;360,000;286,000;346,781;17063;7055,00;0,71%;22,50%;31,80%;4,96%;0,5292;0,0003;11,3808;-6,3594;60;0,1644
20/04/2026;GFGC75241J;7524,1;Call;274,000;1,06%;698.433.159;16:59:58;255,001;278,000;220,100;271,134;28095;7055,00;0,71%;22,50%;31,45%;3,88%;0,4789;0,0003;11,3953;-6,1910;60;0,1644
20/04/2026;GFGC77487J;7748,7;Call;200,000;-0,09%;283.378.322;16:59:37;180,000;209,999;156,000;200,187;15356;7055,00;0,71%;22,50%;31,55%;2,83%;0,4167;0,0003;11,1619;-5,8811;60;0,1644
20/04/2026;GFGC79487J;7948,7;Call;149,960;-4,48%;79.567.930;16:59:59;140,000;152,900;120,000;156,991;5944;7055,00;0,71%;22,50%;31,80%;2,13%;0,3645;0,0003;10,7464;-5,5322;60;0,1644
20/04/2026;GFGC82487J;8248,7;Call;99,088;-6,57%;64.053.166;16:59:37;92,000;100,000;55,000;106,055;7056;7055,00;0,71%;22,50%;32,64%;1,40%;0,2930;0,0003;9,8385;-4,9194;60;0,1644
20/04/2026;GFGC85241J;8524,1;Call;68,000;-13,54%;68.346.142;16:59:53;71,000;71,000;46,000;78,652;10958;7055,00;0,71%;22,50%;33,50%;0,96%;0,2357;0,0002;8,8043;-4,3064;60;0,1644
20/04/2026;GFGC88241J;8824,1;Call;47,298;-13,74%;10.534.886;16:59:28;52,000;52,000;42,000;54,831;2352;7055,00;0,71%;22,50%;34,81%;0,67%;0,1827;0,0002;7,5755;-3,6319;60;0,1644
20/04/2026;GFGC91241J;9124,1;Call;34,300;-14,49%;16.527.757;16:59:37;35,000;36,000;30,000;40,111;5155;7055,00;0,71%;22,50%;36,32%;0,49%;0,1392;0,0002;6,3414;-2,9896;60;0,1644
20/04/2026;GFGC9474JU;9474;Call;24,500;-20,84%;4.752.208;16:59:56;25,505;29,000;22,156;30,950;1939;7055,00;0,71%;22,50%;38,14%;0,35%;0,0994;0,0001;4,9964;-2,3171;60;0,1644
20/04/2026;GFGC10524J;10524;Call;13,500;-20,80%;3.138.997;16:55:27;15,000;15,030;13,200;17,046;2262;7055,00;0,71%;22,50%;45,03%;0,19%;0,0324;0,0001;2,0718;-0,9274;60;0,1644
20/04/2026;GFGC10924J;10924;Call;12,110;-15,66%;3.706.990;16:58:16;14,300;15,730;11,826;14,359;3056;7055,00;0,71%;22,50%;47,96%;0,17%;0,0203;0,0000;1,4050;-0,6228;60;0,1644
20/04/2026;GFGC11324J;11324;Call;11,220;-10,35%;22.326.832;16:59:53;8,000;13,700;8,000;12,515;20204;7055,00;0,71%;22,50%;50,90%;0,16%;0,0126;0,0000;0,9305;-0,4090;60;0,1644
20/04/2026;GFGV43487J;4348,7;Put;3,400;-6,67%;343.724;16:58:25;3,990;3,990;2,500;3,643;978;7055,00;0,71%;22,50%;53,95%;0,05%;-0,0020;0,0000;0,1811;-0,0604;60;0,1644
20/04/2026;GFGV4574JU;4574;Put;4,600;-1,63%;698.181;16:58:34;4,000;5,500;3,711;4,676;1567;7055,00;0,71%;22,50%;51,11%;0,07%;-0,0045;0,0000;0,3799;-0,1250;60;0,1644
20/04/2026;GFGV4774JU;4774;Put;4,897;-16,60%;530.725;16:58:04;6,000;7,061;4,855;5,872;894;7055,00;0,71%;22,50%;47,31%;0,07%;-0,0087;0,0000;0,6724;-0,2183;60;0,1644
20/04/2026;GFGV5000JU;5000;Put;7,750;-13,41%;575.054;16:58:55;8,958;12,000;6,991;8,950;687;7055,00;0,71%;22,50%;45,64%;0,11%;-0,0165;0,0000;1,1748;-0,3747;60;0,1644
20/04/2026;GFGV5174JU;5174;Put;10,700;-8,80%;771.886;16:59:37;15,000;15,000;10,000;11,733;656;7055,00;0,71%;22,50%;44,24%;0,15%;-0,0256;0,0000;1,7064;-0,5360;60;0,1644
20/04/2026;GFGV5374JU;5374;Put;18,000;0,00%;398.521;16:59:24;17,771;20,000;12,995;18,000;218;7055,00;0,71%;22,50%;43,94%;0,26%;-0,0403;0,0001;2,4823;-0,7644;60;0,1644
20/04/2026;GFGV55487J;5548,7;Put;21,470;-14,12%;475.993;16:49:30;27,856;27,856;20,000;25,000;205;7055,00;0,71%;22,50%;41,52%;0,30%;-0,0576;0,0001;3,2982;-0,9958;60;0,1644
20/04/2026;GFGV5774JU;5774;Put;35,000;-10,26%;6.821.563;16:59:52;43,669;60,000;30,010;39,000;1786;7055,00;0,71%;22,50%;40,78%;0,50%;-0,0865;0,0001;4,5089;-1,3220;60;0,1644
20/04/2026;GFGV5974JU;5974;Put;50,311;-11,64%;33.174.079;16:59:53;69,000;72,000;48,010;56,941;5572;7055,00;0,71%;22,50%;39,69%;0,71%;-0,1189;0,0002;5,6838;-1,6162;60;0,1644
20/04/2026;GFGV61487J;6148,7;Put;70,000;-4,24%;28.155.338;16:59:38;100,000;100,000;66,001;73,097;3495;7055,00;0,71%;22,50%;39,08%;0,99%;-0,1523;0,0002;6,7377;-1,8571;60;0,1644
20/04/2026;GFGV63487J;6348,7;Put;96,450;-9,79%;70.127.912;16:59:53;120,000;135,997;92,000;106,912;6548;7055,00;0,71%;22,50%;37,93%;1,37%;-0,1962;0,0002;7,9152;-2,0921;60;0,1644
20/04/2026;GFGV65487J;6548,7;Put;134,001;-13,89%;61.204.156;16:59:59;160,000;200,000;130,120;155,609;3841;7055,00;0,71%;22,50%;37,16%;1,90%;-0,2453;0,0002;8,9971;-2,2613;60;0,1644
20/04/2026;GFGV67487J;6748,7;Put;190,000;-11,41%;268.534.856;16:59:11;244,000;265,000;179,000;214,471;12440;7055,00;0,71%;22,50%;37,24%;2,69%;-0,2985;0,0003;9,9232;-2,3456;60;0,1644
20/04/2026;GFGV6974JU;6974;Put;266,003;-8,71%;146.570.007;16:59:53;325,000;375,000;245,000;291,384;4708;7055,00;0,71%;22,50%;37,00%;3,77%;-0,3620;0,0003;10,7219;-2,3228;60;0,1644
20/04/2026;GFGV71487J;7148,7;Put;339,000;-7,75%;195.298.729;16:59:51;414,999;448,999;326,000;367,475;4846;7055,00;0,71%;22,50%;36,99%;3,48%;-0,4127;0,0003;11,1367;-2,2143;60;0,1644
20/04/2026;GFGV73487J;7348,7;Put;436,000;-8,64%;13.914.725;16:51:17;531,000;550,000;426,000;477,244;290;7055,00;0,71%;22,50%;36,98%;2,02%;-0,4708;0,0003;11,3808;-1,9938;60;0,1644
20/04/2026;GFGV75241J;7524,1;Put;550,000;-2,61%;28.313.875;16:34:09;630,000;749,999;550,000;564,733;481;7055,00;0,71%;22,50%;38,52%;1,15%;-0,5211;0,0003;11,3953;-1,7213;60;0,1644
20/04/2026;GFGV77487J;7748,7;Put;750,550;0,00%;225.185;15:45:16;750,650;750,650;750,550;0,000;3;7055,00;0,71%;22,50%;44,22%;0,81%;-0,5833;0,0003;11,1619;-1,2779;60;0,1644
20/04/2026;GFGV79487J;7948,7;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7055,00;0,71%;22,50%;;;-0,6355;0,0003;10,7464;-0,8103;60;0,1644
20/04/2026;GFGV82487J;8248,7;Put;1170,000;0,00%;232.000;15:45:12;1150,000;1170,000;1150,000;0,000;2;7055,00;0,71%;22,50%;51,54%;-0,34%;-0,7070;0,0003;9,8385;-0,0192;60;0,1644
20/04/2026;GFGV85241J;8524,1;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7055,00;0,71%;22,50%;;;-0,7643;0,0002;8,8043;0,7574;60;0,1644
20/04/2026;GFGV88241J;8824,1;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7055,00;0,71%;22,50%;;;-0,8173;0,0002;7,5755;1,6101;60;0,1644
20/04/2026;GFGV91241J;9124,1;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7055,00;0,71%;22,50%;;;-0,8608;0,0002;6,3414;2,4306;60;0,1644
20/04/2026;GFGV9474JU;9474;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7055,00;0,71%;22,50%;;;-0,9006;0,0001;4,9964;3,3109;60;0,1644
20/04/2026;GFGV10524J;10524;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;3503,983;0;7055,00;0,71%;22,50%;;;-0,9676;0,0001;2,0718;5,3244;60;0,1644
20/04/2026;GFGV10924J;10924;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;3843,248;0;7055,00;0,71%;22,50%;;;-0,9797;0,0000;1,4050;5,8667;60;0,1644
20/04/2026;GFGV11324J;11324;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7055,00;0,71%;22,50%;;;-0,9874;0,0000;0,9305;6,3181;60;0,1644
21/04/2026;GFGC43487J;4348,7;Call;2800,840;-1,31%;77.291.953;16:46:22;2780,900;2835,730;2780,900;2838,017;275;7025,00;-0,43%;20,10%;0,00%;1,77%;0,9983;0,0000;0,1573;-2,3711;59;0,1616
21/04/2026;GFGC4574JU;4574;Call;2592,800;-0,06%;13.200.341;15:11:32;2567,870;2602,770;2567,870;2594,275;51;7025,00;-0,43%;20,10%;0,00%;2,02%;0,9959;0,0000;0,3422;-2,5519;59;0,1616
21/04/2026;GFGC4774JU;4774;Call;2409,240;1,99%;1.445.544;14:26:03;2409,240;2409,240;2409,240;2362,330;6;7025,00;-0,43%;20,10%;47,76%;2,25%;0,9920;0,0000;0,6222;-2,7489;59;0,1616
21/04/2026;GFGC5000JU;5000;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2000,000;0;7025,00;-0,43%;20,10%;;;0,9843;0,0000;1,1147;-3,0251;59;0,1616
21/04/2026;GFGC5174JU;5174;Call;1900,000;-9,52%;190.000;14:57:07;1900,000;1900,000;1900,000;2100,000;1;7025,00;-0,43%;20,10%;0,00%;0,70%;0,9751;0,0000;1,6449;-3,2817;59;0,1616
21/04/2026;GFGC5374JU;5374;Call;1899,670;11,62%;189.967;16:14:07;1899,670;1899,670;1899,670;1701,930;1;7025,00;-0,43%;20,10%;60,61%;3,54%;0,9601;0,0001;2,4284;-3,6238;59;0,1616
21/04/2026;GFGC55487J;5548,7;Call;1635,318;-0,59%;7.320.268;14:57:07;1645,000;1780,136;1635,318;1645,000;44;7025,00;-0,43%;20,10%;0,00%;2,26%;0,9424;0,0001;3,2596;-3,9586;59;0,1616
21/04/2026;GFGC5774JU;5774;Call;1491,523;4,15%;1.196.058;13:38:16;1501,021;1501,021;1491,523;1432,054;8;7025,00;-0,43%;20,10%;45,08%;3,42%;0,9123;0,0001;4,5002;-4,4230;59;0,1616
21/04/2026;GFGC5974JU;5974;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7025,00;-0,43%;20,10%;;;0,8783;0,0002;5,7063;-4,8428;59;0,1616
21/04/2026;GFGC61487J;6148,7;Call;1195,000;4,57%;5.665.410;16:16:04;1152,897;1250,000;1134,940;1142,778;49;7025,00;-0,43%;20,10%;46,21%;4,54%;0,8431;0,0002;6,7858;-5,1939;59;0,1616
21/04/2026;GFGC63487J;6348,7;Call;950,000;-6,86%;5.731.221;14:38:22;1050,000;1050,000;930,000;1020,000;57;7025,00;-0,43%;20,10%;32,89%;3,90%;0,7967;0,0002;7,9843;-5,5535;59;0,1616
