FECHA;ESPECIE;BASE;TIPO;ÚLTIMO;%;MONTO;HORA;APE.;MAX.;MIN.;C. ANT.;NOMINAL;PRECIO GGAL;VAR. % GGAL;TLR;VI %;VE %;DELTA;GAMMA;VEGA;THETA;DÍAS AL VTO.;PLAZO (años)
16/04/2025;GFGV4800JU;4800;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7070,00;-4,59%;38,00%;;;-0,0400;0,0000;2,5499;-1,0097;64;0,1753
16/04/2025;GFGV5100JU;5100;Put;26,500;48,86%;3.160.224;16:59:54;12,000;34,000;12,000;17,802;1489;7070,00;-4,59%;38,00%;56,13%;0,37%;-0,0623;0,0001;3,6309;-1,3886;64;0,1753
16/04/2025;GFGV5400JU;5400;Put;38,000;21,99%;4.979.495;16:59:11;32,000;59,000;28,000;31,150;1282;7070,00;-4,59%;38,00%;53,18%;0,54%;-0,0912;0,0001;4,8566;-1,7835;64;0,1753
16/04/2025;GFGV5700JU;5700;Put;72,000;38,18%;19.016.620;16:58:55;52,000;85,000;49,000;52,106;2580;7070,00;-4,59%;38,00%;54,36%;1,02%;-0,1269;0,0001;6,1573;-2,1557;64;0,1753
16/04/2025;GFGV6000JU;6000;Put;112,010;31,27%;52.840.644;16:59:57;58,000;134,790;58,000;85,331;4653;7070,00;-4,59%;38,00%;53,73%;1,58%;-0,1687;0,0001;7,4541;-2,4652;64;0,1753
16/04/2025;GFGV6200JU;6200;Put;160,000;39,25%;46.164.325;16:58:58;110,000;178,000;100,000;114,905;3029;7070,00;-4,59%;38,00%;55,16%;2,26%;-0,1996;0,0001;8,2779;-2,6187;64;0,1753
16/04/2025;GFGV6400JU;6400;Put;196,000;26,45%;34.998.016;16:59:48;150,000;230,000;141,000;155,000;1836;7070,00;-4,59%;38,00%;53,84%;2,77%;-0,2325;0,0002;9,0449;-2,7197;64;0,1753
16/04/2025;GFGV6600JU;6600;Put;269,000;34,15%;100.056.422;16:59:07;191,763;297,420;160,000;200,522;4189;7070,00;-4,59%;38,00%;55,89%;3,80%;-0,2672;0,0002;9,7374;-2,7614;64;0,1753
16/04/2025;GFGV6800JU;6800;Put;339,000;34,87%;113.699.904;16:59:51;245,000;370,000;245,000;251,346;3729;7070,00;-4,59%;38,00%;56,42%;4,79%;-0,3031;0,0002;10,3415;-2,7391;64;0,1753
16/04/2025;GFGV7000JU;7000;Put;399,000;23,68%;196.667.125;16:59:42;303,000;456,050;295,000;322,600;4978;7070,00;-4,59%;38,00%;55,12%;5,64%;-0,3399;0,0002;10,8469;-2,6506;64;0,1753
16/04/2025;GFGV7200JU;7200;Put;529,999;33,67%;196.866.344;16:56:51;390,000;580,000;365,000;396,495;4320;7070,00;-4,59%;38,00%;59,49%;5,66%;-0,3773;0,0002;11,2472;-2,4953;64;0,1753
16/04/2025;GFGV7400JU;7400;Put;632,620;29,14%;140.871.644;16:54:07;550,000;657,000;479,980;489,877;2505;7070,00;-4,59%;38,00%;60,37%;4,28%;-0,4147;0,0002;11,5396;-2,2748;64;0,1753
16/04/2025;GFGV7600JU;7600;Put;750,000;26,26%;113.157.967;16:59:39;478,980;784,070;478,980;594,000;1596;7070,00;-4,59%;38,00%;61,79%;3,11%;-0,4519;0,0002;11,7246;-1,9921;64;0,1753
16/04/2025;GFGV7800JU;7800;Put;925,000;33,16%;2.801.597;16:08:50;690,000;925,000;690,000;694,666;38;7070,00;-4,59%;38,00%;67,42%;2,76%;-0,4885;0,0002;11,8058;-1,6516;64;0,1753
16/04/2025;GFGV8000JU;8000;Put;1090,000;55,71%;23.546.500;16:18:30;760,000;1090,000;760,000;700,001;274;7070,00;-4,59%;38,00%;71,62%;2,26%;-0,5243;0,0002;11,7886;-1,2588;64;0,1753
16/04/2025;GFGV82783J;8278,3;Put;1200,000;32,60%;3.907.200;15:06:49;950,000;1200,000;950,000;905,000;36;7070,00;-4,59%;38,00%;66,43%;-0,12%;-0,5724;0,0002;11,6159;-0,6366;64;0,1753
16/04/2025;GFGV8600JU;8600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7070,00;-4,59%;38,00%;;;-0,6246;0,0002;11,2297;0,1713;64;0,1753
16/04/2025;GFGV88783J;8878,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;924,900;0;7070,00;-4,59%;38,00%;;;-0,6666;0,0002;10,7650;0,9266;64;0,1753
16/04/2025;GFGV91783J;9178,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2100,000;0;7070,00;-4,59%;38,00%;;;-0,7083;0,0002;10,1614;1,7788;64;0,1753
16/04/2025;GFGV94783J;9478,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7070,00;-4,59%;38,00%;;;-0,7462;0,0002;9,4831;2,6518;64;0,1753
16/04/2025;GFGV97783J;9778,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7070,00;-4,59%;38,00%;;;-0,7803;0,0001;8,7598;3,5289;64;0,1753
16/04/2025;GFGV10078J;10078;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7070,00;-4,59%;38,00%;;;-0,8106;0,0001;8,0177;4,3954;64;0,1753
16/04/2025;GFGV10578J;10578;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7070,00;-4,59%;38,00%;;;-0,8536;0,0001;6,7918;5,7917;64;0,1753
16/04/2025;GFGV11600J;11600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;4541,892;0;7070,00;-4,59%;38,00%;;;-0,9161;0,0001;4,5633;8,3518;64;0,1753
16/04/2025;GFGV12578J;12578;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7070,00;-4,59%;38,00%;;;-0,9522;0,0000;2,9472;10,3859;64;0,1753
21/04/2025;GFGC3300JU;3300;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;0,9989;0,0000;0,1007;-2,8780;59;0,1616
21/04/2025;GFGC3600JU;3600;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;0,9969;0,0000;0,2591;-3,2107;59;0,1616
21/04/2025;GFGC4200JU;4200;Call;2877,080;0,00%;2.877.080;15:54:06;2877,080;2877,080;2877,080;0,000;10;6840,00;-3,25%;33,00%;72,66%;3,47%;0,9846;0,0000;1,0651;-4,0944;59;0,1616
21/04/2025;GFGC4500JU;4500;Call;2419,430;-24,86%;2.322.594;14:10:18;2850,000;2850,000;2419,430;3220,000;9;6840,00;-3,25%;33,00%;0,00%;1,16%;0,9714;0,0000;1,7998;-4,6731;59;0,1616
21/04/2025;GFGC4800JU;4800;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;0,9515;0,0001;2,7677;-5,3353;59;0,1616
21/04/2025;GFGC5100JU;5100;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;0,9240;0,0001;3,9317;-6,0515;59;0,1616
21/04/2025;GFGC5400JU;5400;Call;1668,200;-16,00%;4.352.612;14:44:28;1728,400;1728,400;1658,931;1985,863;26;6840,00;-3,25%;33,00%;0,00%;3,34%;0,8885;0,0001;5,2217;-6,7776;59;0,1616
21/04/2025;GFGC5700JU;5700;Call;1500,000;-16,67%;600.000;15:30:46;1500,000;1500,000;1500,000;1800,000;4;6840,00;-3,25%;33,00%;48,24%;5,26%;0,8452;0,0001;6,5473;-7,4622;59;0,1616
21/04/2025;GFGC6000JU;6000;Call;1350,000;-27,03%;250.000;16:39:08;1150,000;1350,000;1150,000;1850,000;2;6840,00;-3,25%;33,00%;60,89%;7,46%;0,7950;0,0002;7,8129;-8,0552;59;0,1616
21/04/2025;GFGC6200JU;6200;Call;1275,495;-29,14%;127.550;15:54:48;1275,495;1275,495;1275,495;1800,000;1;6840,00;-3,25%;33,00%;68,04%;9,29%;0,7584;0,0002;8,5799;-8,3786;59;0,1616
21/04/2025;GFGC6400JU;6400;Call;984,000;-15,90%;39.065.172;16:57:34;974,206;1000,000;916,517;1170,010;412;6840,00;-3,25%;33,00%;49,11%;7,95%;0,7198;0,0002;9,2602;-8,6336;59;0,1616
21/04/2025;GFGC6600JU;6600;Call;835,000;-20,48%;47.287.950;16:52:15;870,000;986,981;796,130;1050,000;573;6840,00;-3,25%;33,00%;46,69%;8,70%;0,6798;0,0002;9,8374;-8,8139;59;0,1616
21/04/2025;GFGC6800JU;6800;Call;750,000;-21,47%;206.764.567;16:59:37;900,000;900,000;689,160;954,999;2849;6840,00;-3,25%;33,00%;49,87%;10,38%;0,6388;0,0002;10,3001;-8,9165;59;0,1616
21/04/2025;GFGC7000JU;7000;Call;625,000;-23,97%;249.828.566;16:59:31;502,000;665,000;501,000;822,040;4020;6840,00;-3,25%;33,00%;47,90%;9,14%;0,5974;0,0002;10,6422;-8,9412;59;0,1616
21/04/2025;GFGC7200JU;7200;Call;546,000;-23,54%;256.369.238;16:59:36;949,000;949,000;509,000;714,093;4846;6840,00;-3,25%;33,00%;49,26%;7,98%;0,5561;0,0002;10,8622;-8,8904;59;0,1616
21/04/2025;GFGC7400JU;7400;Call;471,000;-23,29%;208.792.045;16:58:38;526,756;580,000;429,480;614,024;4550;6840,00;-3,25%;33,00%;49,98%;6,89%;0,5154;0,0002;10,9628;-8,7687;59;0,1616
21/04/2025;GFGC7600JU;7600;Call;389,000;-26,17%;141.548.738;16:56:56;430,000;435,000;356,000;526,921;3683;6840,00;-3,25%;33,00%;49,14%;5,69%;0,4756;0,0002;10,9504;-8,5823;59;0,1616
21/04/2025;GFGC7800JU;7800;Call;329,999;-24,73%;204.684.844;16:59:44;400,000;400,000;297,000;438,445;6456;6840,00;-3,25%;33,00%;49,56%;4,82%;0,4370;0,0002;10,8339;-8,3388;59;0,1616
21/04/2025;GFGC8000JU;8000;Call;279,000;-23,30%;192.879.871;16:59:58;320,001;320,001;245,000;363,763;7245;6840,00;-3,25%;33,00%;49,95%;4,08%;0,4000;0,0002;10,6244;-8,0465;59;0,1616
21/04/2025;GFGC82783J;8278,3;Call;211,999;-24,39%;70.744.270;16:59:55;285,000;285,000;190,000;280,368;3431;6840,00;-3,25%;33,00%;49,61%;3,10%;0,3514;0,0002;10,2012;-7,5747;59;0,1616
21/04/2025;GFGC8600JU;8600;Call;156,900;-25,19%;129.443.171;16:59:58;220,000;220,000;139,001;209,741;8596;6840,00;-3,25%;33,00%;49,90%;2,29%;0,3001;0,0002;9,5625;-6,9626;59;0,1616
21/04/2025;GFGC88783J;8878,3;Call;119,000;-25,85%;90.225.593;16:59:41;161,000;161,000;105,000;160,492;7854;6840,00;-3,25%;33,00%;49,99%;1,74%;0,2599;0,0002;8,9192;-6,3996;59;0,1616
21/04/2025;GFGC91783J;9178,3;Call;89,000;-29,63%;21.042.458;16:58:49;125,000;125,000;80,001;126,481;2399;6840,00;-3,25%;33,00%;50,30%;1,30%;0,2213;0,0002;8,1692;-5,7807;59;0,1616
21/04/2025;GFGC94783J;9478,3;Call;68,000;-30,94%;14.997.942;16:59:25;134,000;134,000;60,111;98,472;2288;6840,00;-3,25%;33,00%;50,95%;0,99%;0,1872;0,0001;7,3937;-5,1685;59;0,1616
21/04/2025;GFGC97783J;9778,3;Call;52,399;-29,14%;3.724.400;16:58:40;71,000;71,000;35,200;73,949;757;6840,00;-3,25%;33,00%;51,66%;0,77%;0,1574;0,0001;6,6203;-4,5783;59;0,1616
21/04/2025;GFGC10078J;10078;Call;39,799;-32,25%;4.136.070;16:59:38;30,010;49,999;30,010;58,748;1050;6840,00;-3,25%;33,00%;52,15%;0,58%;0,1317;0,0001;5,8715;-4,0217;59;0,1616
21/04/2025;GFGC10578J;10578;Call;26,000;-33,76%;936.713;16:59:36;40,000;40,000;20,001;39,251;337;6840,00;-3,25%;33,00%;53,24%;0,38%;0,0969;0,0001;4,7157;-3,1856;59;0,1616
21/04/2025;GFGC11600J;11600;Call;16,600;-27,06%;1.983.106;16:58:30;29,000;30,000;14,000;22,757;1235;6840,00;-3,25%;33,00%;58,63%;0,24%;0,0500;0,0001;2,8360;-1,8741;59;0,1616
21/04/2025;GFGC12578J;12578;Call;11,201;-26,25%;1.436.701;16:59:47;20,910;20,910;10,015;15,187;1168;6840,00;-3,25%;33,00%;62,93%;0,16%;0,0257;0,0000;1,6452;-1,0702;59;0,1616
21/04/2025;GFGV3300JU;3300;Put;2,350;-17,49%;248.688;16:56:41;3,500;3,500;2,200;2,848;1034;6840,00;-3,25%;33,00%;76,09%;0,03%;-0,0011;0,0000;0,1007;-0,0494;59;0,1616
21/04/2025;GFGV3600JU;3600;Put;2,550;18,38%;95.501;16:55:41;2,250;3,600;2,250;2,154;342;6840,00;-3,25%;33,00%;68,80%;0,04%;-0,0031;0,0000;0,2591;-0,1250;59;0,1616
21/04/2025;GFGV4200JU;4200;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;-0,0154;0,0000;1,0651;-0,4943;59;0,1616
21/04/2025;GFGV4500JU;4500;Put;9,700;31,47%;794.210;16:59:36;4,000;10,999;4,000;7,378;868;6840,00;-3,25%;33,00%;57,76%;0,14%;-0,0286;0,0000;1,7998;-0,8159;59;0,1616
21/04/2025;GFGV4800JU;4800;Put;16,500;0,00%;191.725;16:54:24;15,000;20,000;15,000;0,000;105;6840,00;-3,25%;33,00%;55,47%;0,24%;-0,0485;0,0001;2,7677;-1,2210;59;0,1616
21/04/2025;GFGV5100JU;5100;Put;33,000;39,66%;6.273.436;16:58:23;29,000;36,000;22,000;23,628;2011;6840,00;-3,25%;33,00%;55,50%;0,48%;-0,0760;0,0001;3,9317;-1,6801;59;0,1616
21/04/2025;GFGV5400JU;5400;Put;56,000;26,61%;6.478.578;16:54:39;45,000;81,000;36,000;44,232;1186;6840,00;-3,25%;33,00%;54,49%;0,82%;-0,1115;0,0001;5,2217;-2,1490;59;0,1616
21/04/2025;GFGV5700JU;5700;Put;90,000;22,81%;27.904.291;16:59:58;82,000;100,000;80,000;73,284;3120;6840,00;-3,25%;33,00%;53,47%;1,32%;-0,1548;0,0001;6,5473;-2,5764;59;0,1616
21/04/2025;GFGV6000JU;6000;Put;140,000;20,94%;70.217.131;16:59:59;151,000;160,000;128,400;115,764;4859;6840,00;-3,25%;33,00%;52,75%;2,05%;-0,2050;0,0002;7,8129;-2,9123;59;0,1616
21/04/2025;GFGV6200JU;6200;Put;191,500;19,35%;90.614.074;16:59:43;175,000;220,000;175,000;160,454;4652;6840,00;-3,25%;33,00%;53,35%;2,80%;-0,2416;0,0002;8,5799;-3,0643;59;0,1616
21/04/2025;GFGV6400JU;6400;Put;242,005;14,67%;59.124.331;16:56:55;300,000;300,000;236,291;211,046;2312;6840,00;-3,25%;33,00%;52,62%;3,54%;-0,2802;0,0002;9,2602;-3,1479;59;0,1616
21/04/2025;GFGV6600JU;6600;Put;306,000;13,82%;69.017.073;16:58:18;290,000;350,000;290,000;268,843;2125;6840,00;-3,25%;33,00%;52,39%;4,47%;-0,3202;0,0002;9,8374;-3,1567;59;0,1616
21/04/2025;GFGV6800JU;6800;Put;382,700;16,24%;198.784.864;16:59:39;360,000;500,000;360,000;329,223;4811;6840,00;-3,25%;33,00%;52,42%;5,60%;-0,3612;0,0002;10,3001;-3,0879;59;0,1616
21/04/2025;GFGV7000JU;7000;Put;480,100;16,01%;48.103.030;16:59:40;432,000;535,996;432,000;413,857;953;6840,00;-3,25%;33,00%;53,42%;4,68%;-0,4026;0,0002;10,6422;-2,9412;59;0,1616
21/04/2025;GFGV7200JU;7200;Put;610,000;15,44%;39.980.086;16:51:39;520,000;714,010;520,000;528,394;651;6840,00;-3,25%;33,00%;56,42%;3,65%;-0,4439;0,0002;10,8622;-2,7190;59;0,1616
21/04/2025;GFGV7400JU;7400;Put;746,000;15,82%;135.479.309;16:03:11;750,000;778,000;702,000;644,087;1813;6840,00;-3,25%;33,00%;59,04%;2,72%;-0,4846;0,0002;10,9628;-2,4258;59;0,1616
21/04/2025;GFGV7600JU;7600;Put;880,000;16,14%;92.063.865;16:47:46;850,000;920,000;850,000;757,682;1035;6840,00;-3,25%;33,00%;60,70%;1,75%;-0,5244;0,0002;10,9504;-2,0680;59;0,1616
21/04/2025;GFGV7800JU;7800;Put;1050,000;13,51%;2.304.700;16:58:03;1200,000;1200,000;1050,000;925,000;21;6840,00;-3,25%;33,00%;65,01%;1,32%;-0,5630;0,0002;10,8339;-1,6531;59;0,1616
21/04/2025;GFGV8000JU;8000;Put;1230,000;12,84%;263.000;12:19:02;1400,000;1400,000;1230,000;1090,000;2;6840,00;-3,25%;33,00%;69,75%;1,02%;-0,6000;0,0002;10,6244;-1,1893;59;0,1616
21/04/2025;GFGV82783J;8278,3;Put;1800,003;50,00%;485.100;16:36:22;1526,000;1800,003;1525,000;1200,000;3;6840,00;-3,25%;33,00%;105,43%;5,29%;-0,6486;0,0002;10,2012;-0,4790;59;0,1616
21/04/2025;GFGV8600JU;8600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;-0,6999;0,0002;9,5625;0,4089;59;0,1616
21/04/2025;GFGV88783J;8878,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;924,900;0;6840,00;-3,25%;33,00%;;;-0,7401;0,0002;8,9192;1,2104;59;0,1616
21/04/2025;GFGV91783J;9178,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2100,000;0;6840,00;-3,25%;33,00%;;;-0,7787;0,0002;8,1692;2,0864;59;0,1616
21/04/2025;GFGV94783J;9478,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;-0,8128;0,0001;7,3937;2,9558;59;0,1616
21/04/2025;GFGV97783J;9778,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;-0,8426;0,0001;6,6203;3,8032;59;0,1616
21/04/2025;GFGV10078J;10078;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;-0,8683;0,0001;5,8715;4,6166;59;0,1616
21/04/2025;GFGV10578J;10578;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;-0,9031;0,0001;4,7157;5,8812;59;0,1616
21/04/2025;GFGV11600J;11600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;4541,892;0;6840,00;-3,25%;33,00%;;;-0,9500;0,0001;2,8360;8,0688;59;0,1616
21/04/2025;GFGV12578J;12578;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6840,00;-3,25%;33,00%;;;-0,9743;0,0000;1,6452;9,7110;59;0,1616
22/04/2025;GFGC3300JU;3300;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7280,00;6,43%;34,30%;;;0,9996;0,0000;0,0400;-2,9564;58;0,1589
22/04/2025;GFGC3600JU;3600;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7280,00;6,43%;34,30%;;;0,9988;0,0000;0,1161;-3,2603;58;0,1589
22/04/2025;GFGC4200JU;4200;Call;3240,000;12,61%;7.655.611;16:12:17;3124,300;3263,830;3124,300;2877,080;24;7280,00;6,43%;34,30%;0,00%;2,20%;0,9927;0,0000;0,5842;-4,0134;58;0,1589
22/04/2025;GFGC4500JU;4500;Call;2913,600;20,43%;8.861.772;15:37:44;2844,690;2920,000;2844,690;2419,430;31;7280,00;6,43%;34,30%;0,00%;1,84%;0,9854;0,0000;1,0756;-4,5022;58;0,1589
22/04/2025;GFGC4800JU;4800;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7280,00;6,43%;34,30%;;;0,9734;0,0000;1,7874;-5,0796;58;0,1589
22/04/2025;GFGC5100JU;5100;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;7280,00;6,43%;34,30%;;;0,9555;0,0000;2,7245;-5,7379;58;0,1589
22/04/2025;GFGC5400JU;5400;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;1668,200;0;7280,00;6,43%;34,30%;;;0,9309;0,0001;3,8590;-6,4527;58;0,1589
