FECHA;ESPECIE;BASE;TIPO;ÚLTIMO;%;MONTO;HORA;APE.;MAX.;MIN.;C. ANT.;NOMINAL;PRECIO GGAL;VAR. % GGAL;TLR;VI %;VE %;DÍAS AL VTO.;PLAZO (años)
18/10/2024;GFGV4600DI;4600;Put;7,600;-40,16%;479.864;16:59:56;11,000;12,000;7,500;12,700;504;6040,00;3,96%;42,86%;41,82%;0,13%;63;0,1726
18/10/2024;GFGV4800DI;4800;Put;13,000;-38,10%;2.321.379;16:58:48;20,000;21,500;12,000;21,000;1.412;6040,00;3,96%;42,86%;40,93%;0,22%;63;0,1726
18/10/2024;GFGV5000DI;5000;Put;25,000;-34,21%;5.792.192;16:57:20;34,140;40,000;25,000;38,000;1.861;6040,00;3,96%;42,86%;41,43%;0,41%;63;0,1726
18/10/2024;GFGV50964D;5096,4;Put;30,000;-37,34%;13.975.981;16:59:23;47,000;50,999;30,000;47,874;3.619;6040,00;3,96%;42,86%;40,66%;0,50%;63;0,1726
18/10/2024;GFGV5400DI;5400;Put;65,000;-36,74%;45.901.014;16:59:33;92,000;103,987;62,400;102,752;5.280;6040,00;3,96%;42,86%;40,96%;1,08%;63;0,1726
18/10/2024;GFGV5600DI;5600;Put;99,010;-39,40%;53.331.015;16:59:57;159,999;168,102;99,010;163,389;3.713;6040,00;3,96%;42,86%;40,92%;1,64%;63;0,1726
18/10/2024;GFGV5800DI;5800;Put;163,001;-33,07%;53.453.821;16:59:29;237,179;248,989;163,001;243,553;2.627;6040,00;3,96%;42,86%;43,35%;2,70%;63;0,1726
18/10/2024;GFGV58964D;5896,4;Put;195,000;-27,33%;42.577.182;16:59:33;260,001;277,510;180,000;268,319;1857;6040,00;3,96%;42,86%;43,88%;3,23%;63;0,1726
18/10/2024;GFGV60964D;6096,4;Put;280,000;-24,93%;30.185.662;16:59:59;350,000;379,000;274,000;373,000;885;6040,00;3,96%;42,86%;45,84%;3,70%;63;0,1726
18/10/2024;GFGV6400DI;6400;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;3,96%;42,86%;;;63;0,1726
18/10/2024;GFGV6600DI;6600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;3,96%;42,86%;;;63;0,1726
18/10/2024;GFGV6800DI;6800;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;3,96%;42,86%;;;63;0,1726
18/10/2024;GFGV7000DI;7000;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;1160,000;0;6040,00;3,96%;42,86%;;;63;0,1726
18/10/2024;GFGV7200DI;7200;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;3,96%;42,86%;;;63;0,1726
18/10/2024;GFGV7400DI;7400;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;3,96%;42,86%;;;63;0,1726
18/10/2024;GFGV7600DI;7600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;3,96%;42,86%;;;63;0,1726
21/10/2024;GFGC3150DI;3150;Call;3109,209;3,64%;1.831.842;12:11:06;3100,000;3109,209;3000,000;3000,000;6;6050,00;0,17%;43,55%;0,00%;3,46%;60;0,1644
21/10/2024;GFGC36464D;3646,4;Call;2584,930;9,53%;3.368.477;15:13:22;2635,233;2635,233;2565,001;2360,000;13;6050,00;0,17%;43,55%;0,00%;3,00%;60;0,1644
21/10/2024;GFGC37964D;3796,4;Call;2495,721;-0,17%;499.144;12:10:53;2495,721;2495,721;2495,721;2500,000;2;6050,00;0,17%;43,55%;0,00%;4,00%;60;0,1644
21/10/2024;GFGC4050DI;4050;Call;2200,000;12,24%;6.631.155;16:49:35;2260,276;2300,000;2200,000;1960,000;29;6050,00;0,17%;43,55%;0,00%;3,31%;60;0,1644
21/10/2024;GFGC4200DI;4200;Call;2167,378;8,37%;844.011;16:57:57;2050,000;2167,378;2050,000;2000,000;4;6050,00;0,17%;43,55%;65,67%;5,25%;60;0,1644
21/10/2024;GFGC42964D;4296,4;Call;2011,999;3,71%;4.710.376;13:30:25;2030,433;2055,000;2011,999;1940,000;23;6050,00;0,17%;43,55%;0,00%;4,27%;60;0,1644
21/10/2024;GFGC4600DI;4600;Call;1800,000;5,53%;2.480.110;12:53:46;1750,550;1800,000;1750,550;1705,714;14;6050,00;0,17%;43,55%;56,06%;5,79%;60;0,1644
21/10/2024;GFGC4800DI;4800;Call;1625,000;5,36%;26.236.261;16:15:06;1430,000;1625,000;1430,000;1542,308;164;6050,00;0,17%;43,55%;54,11%;6,20%;60;0,1644
21/10/2024;GFGC5000DI;5000;Call;1435,000;8,54%;8.043.211;16:58:14;1427,977;1455,000;1399,737;1322,046;56;6050,00;0,17%;43,55%;47,19%;6,36%;60;0,1644
21/10/2024;GFGC50964D;5096,4;Call;1320,000;5,81%;33.652.851;16:56:25;1200,000;1374,660;1160,000;1247,503;257;6050,00;0,17%;43,55%;35,43%;6,06%;60;0,1644
21/10/2024;GFGC5400DI;5400;Call;1050,000;5,86%;106.648.264;16:53:48;1045,000;1400,000;980,000;991,885;1002;6050,00;0,17%;43,55%;32,70%;6,61%;60;0,1644
21/10/2024;GFGC5600DI;5600;Call;915,000;5,88%;164.060.963;16:54:06;868,000;965,000;820,000;864,163;1789;6050,00;0,17%;43,55%;38,25%;7,69%;60;0,1644
21/10/2024;GFGC5800DI;5800;Call;793,137;9,22%;225.996.487;16:59:37;710,000;819,997;700,000;726,165;2970;6050,00;0,17%;43,55%;41,46%;8,98%;60;0,1644
21/10/2024;GFGC58964D;5896,4;Call;730,000;10,13%;122.489.059;16:59:50;620,000;752,380;620,000;662,859;1735;6050,00;0,17%;43,55%;41,50%;9,53%;60;0,1644
21/10/2024;GFGC60964D;6096,4;Call;609,900;10,46%;1.315.434.531;16:59:56;500,000;658,000;500,000;552,148;21931;6050,00;0,17%;43,55%;41,67%;10,08%;60;0,1644
21/10/2024;GFGC6400DI;6400;Call;469,999;15,86%;498.203.983;16:59:32;370,000;495,000;370,000;405,655;11015;6050,00;0,17%;43,55%;43,55%;7,77%;60;0,1644
21/10/2024;GFGC6600DI;6600;Call;385,000;15,48%;674.338.674;16:59:40;330,000;412,000;300,000;333,394;17668;6050,00;0,17%;43,55%;43,70%;6,36%;60;0,1644
21/10/2024;GFGC6800DI;6800;Call;313,600;19,11%;146.771.342;16:59:53;254,000;379,000;253,910;263,293;4763;6050,00;0,17%;43,55%;43,97%;5,18%;60;0,1644
21/10/2024;GFGC7000DI;7000;Call;254,000;17,58%;239.195.898;16:59:50;200,000;300,000;200,000;216,017;9363;6050,00;0,17%;43,55%;44,28%;4,20%;60;0,1644
21/10/2024;GFGC7200DI;7200;Call;201,000;22,96%;71.215.437;16:58:06;162,570;229,040;158,450;163,469;3467;6050,00;0,17%;43,55%;44,19%;3,32%;60;0,1644
21/10/2024;GFGC7400DI;7400;Call;161,000;30,51%;69.477.539;16:59:59;125,000;183,190;125,000;123,365;4195;6050,00;0,17%;43,55%;44,55%;2,66%;60;0,1644
21/10/2024;GFGC7600DI;7600;Call;129,000;33,65%;178.379.115;16:59:54;103,000;148,000;94,000;96,521;13900;6050,00;0,17%;43,55%;44,98%;2,13%;60;0,1644
21/10/2024;GFGV3150DI;3150;Put;1,080;-13,60%;186.454;16:34:43;1,100;1,400;1,000;1,250;1687;6050,00;0,17%;43,55%;65,55%;0,02%;60;0,1644
21/10/2024;GFGV36464D;3646,4;Put;1,400;0,00%;8.375;15:56:26;1,100;1,410;1,100;1,400;60;6050,00;0,17%;43,55%;54,57%;0,02%;60;0,1644
21/10/2024;GFGV37964D;3796,4;Put;1,750;-7,75%;6.622;16:27:57;1,800;1,800;1,420;1,897;38;6050,00;0,17%;43,55%;52,30%;0,03%;60;0,1644
21/10/2024;GFGV4050DI;4050;Put;1,990;-20,69%;44.006;16:50:15;2,949;2,949;1,560;2,509;238;6050,00;0,17%;43,55%;47,21%;0,03%;60;0,1644
21/10/2024;GFGV4200DI;4200;Put;2,450;-3,85%;71.665;16:51:24;2,999;2,999;2,050;2,548;284;6050,00;0,17%;43,55%;44,98%;0,04%;60;0,1644
21/10/2024;GFGV42964D;4296,4;Put;2,850;-11,55%;362.527;16:59:17;4,050;4,050;2,200;3,222;1342;6050,00;0,17%;43,55%;43,69%;0,05%;60;0,1644
21/10/2024;GFGV4600DI;4600;Put;7,010;-8,59%;724.128;16:59:03;7,800;10,300;6,000;7,669;1083;6050,00;0,17%;43,55%;42,23%;0,12%;60;0,1644
21/10/2024;GFGV4800DI;4800;Put;13,300;-6,10%;987.546;16:58:17;15,000;17,000;11,000;14,164;776;6050,00;0,17%;43,55%;42,02%;0,22%;60;0,1644
21/10/2024;GFGV5000DI;5000;Put;22,800;-12,36%;8.986.535;16:59:26;32,830;32,830;19,000;26,015;4095;6050,00;0,17%;43,55%;41,49%;0,38%;60;0,1644
21/10/2024;GFGV50964D;5096,4;Put;28,300;-12,99%;10.050.674;16:59:25;35,000;36,300;23,890;32,525;3413;6050,00;0,17%;43,55%;40,99%;0,47%;60;0,1644
21/10/2024;GFGV5400DI;5400;Put;66,160;0,50%;58.148.336;16:59:51;82,670;82,670;55,000;65,828;9267;6050,00;0,17%;43,55%;42,07%;1,09%;60;0,1644
21/10/2024;GFGV5600DI;5600;Put;105,000;-3,98%;50.596.495;16:59:25;120,000;124,000;93,456;109,347;4820;6050,00;0,17%;43,55%;42,74%;1,74%;60;0,1644
21/10/2024;GFGV5800DI;5800;Put;164,900;-5,01%;62.541.987;16:59:40;180,000;190,000;150,000;173,596;3808;6050,00;0,17%;43,55%;44,48%;2,73%;60;0,1644
21/10/2024;GFGV58964D;5896,4;Put;196,000;1,27%;48.975.812;16:59:25;220,000;221,040;177,000;193,542;2545;6050,00;0,17%;43,55%;44,89%;3,24%;60;0,1644
21/10/2024;GFGV60964D;6096,4;Put;274,000;-2,27%;79.632.533;16:59:30;292,880;300,970;251,500;280,375;2988;6050,00;0,17%;43,55%;46,06%;3,76%;60;0,1644
21/10/2024;GFGV6400DI;6400;Put;442,000;0,00%;15.495.040;16:55:21;420,000;450,000;405,000;0,000;363;6050,00;0,17%;43,55%;50,20%;1,52%;60;0,1644
21/10/2024;GFGV6600DI;6600;Put;460,000;0,00%;46.000;12:29:40;460,000;460,000;460,000;0,000;1;6050,00;0,17%;43,55%;41,76%;-1,49%;60;0,1644
21/10/2024;GFGV6800DI;6800;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6050,00;0,17%;43,55%;;;60;0,1644
21/10/2024;GFGV7000DI;7000;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;1160,000;0;6050,00;0,17%;43,55%;;;60;0,1644
21/10/2024;GFGV7200DI;7200;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6050,00;0,17%;43,55%;;;60;0,1644
21/10/2024;GFGV7400DI;7400;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6050,00;0,17%;43,55%;;;60;0,1644
21/10/2024;GFGV7600DI;7600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6050,00;0,17%;43,55%;;;60;0,1644
22/10/2024;GFGC3150DI;3150;Call;3052,891;-1,81%;305.289;14:35:43;3052,891;3052,891;3052,891;3109,209;1;6040,00;-0,17%;40,00%;0,00%;2,70%;59;0,1616
22/10/2024;GFGC36464D;3646,4;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2584,930;0;6040,00;-0,17%;40,00%;;;59;0,1616
22/10/2024;GFGC37964D;3796,4;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2495,721;0;6040,00;-0,17%;40,00%;;;59;0,1616
22/10/2024;GFGC4050DI;4050;Call;2100,000;-4,55%;1.277.000;16:48:49;2220,000;2220,000;2100,000;2200,000;6;6040,00;-0,17%;40,00%;0,00%;1,82%;59;0,1616
22/10/2024;GFGC4200DI;4200;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2167,378;0;6040,00;-0,17%;40,00%;;;59;0,1616
22/10/2024;GFGC42964D;4296,4;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2011,999;0;6040,00;-0,17%;40,00%;;;59;0,1616
22/10/2024;GFGC4600DI;4600;Call;1652,790;-8,18%;692.967;14:17:38;1812,047;1812,047;1652,790;1800,000;4;6040,00;-0,17%;40,00%;0,00%;3,52%;59;0,1616
22/10/2024;GFGC4800DI;4800;Call;1572,363;-3,24%;11.936.916;16:45:40;1625,000;1640,000;1572,279;1625,000;74;6040,00;-0,17%;40,00%;49,53%;5,50%;59;0,1616
22/10/2024;GFGC5000DI;5000;Call;1384,375;-3,07%;2.788.385;15:23:55;1390,000;1408,000;1361,495;1428,288;20;6040,00;-0,17%;40,00%;43,79%;5,70%;59;0,1616
22/10/2024;GFGC50964D;5096,4;Call;1285,000;-1,84%;37.401.177;16:59:52;1320,000;1360,000;1285,000;1309,054;283;6040,00;-0,17%;40,00%;38,06%;5,65%;59;0,1616
22/10/2024;GFGC5400DI;5400;Call;1032,302;-1,99%;87.747.644;16:53:14;1080,000;1100,000;1032,302;1053,264;818;6040,00;-0,17%;40,00%;38,55%;6,50%;59;0,1616
22/10/2024;GFGC5600DI;5600;Call;885,225;-3,51%;39.127.592;16:54:49;900,000;960,000;885,225;917,416;420;6040,00;-0,17%;40,00%;39,86%;7,37%;59;0,1616
22/10/2024;GFGC5800DI;5800;Call;773,000;-2,13%;95.645.861;16:59:37;819,900;850,000;760,000;789,819;1206;6040,00;-0,17%;40,00%;43,71%;8,82%;59;0,1616
22/10/2024;GFGC58964D;5896,4;Call;700,001;-2,88%;43.153.604;16:59:19;735,960;765,000;688,000;720,778;597;6040,00;-0,17%;40,00%;42,26%;9,21%;59;0,1616
22/10/2024;GFGC60964D;6096,4;Call;580,000;-4,11%;718.749.532;16:59:55;625,000;647,500;577,937;604,844;11701;6040,00;-0,17%;40,00%;42,10%;9,60%;59;0,1616
22/10/2024;GFGC6400DI;6400;Call;439,230;-5,05%;233.723.393;16:59:45;470,000;500,000;430,000;462,602;5052;6040,00;-0,17%;40,00%;43,41%;7,27%;59;0,1616
22/10/2024;GFGC6600DI;6600;Call;362,000;-4,80%;338.269.515;16:59:49;400,000;410,000;352,131;380,254;8772;6040,00;-0,17%;40,00%;44,06%;5,99%;59;0,1616
22/10/2024;GFGC6800DI;6800;Call;295,001;-5,84%;131.407.748;16:59:57;340,000;340,000;286,550;313,303;4192;6040,00;-0,17%;40,00%;44,48%;4,88%;59;0,1616
22/10/2024;GFGC7000DI;7000;Call;235,000;-7,94%;170.582.245;16:59:57;258,000;275,000;230,000;255,271;6753;6040,00;-0,17%;40,00%;44,45%;3,89%;59;0,1616
22/10/2024;GFGC7200DI;7200;Call;190,000;-6,57%;39.080.983;16:59:57;210,000;239,000;182,470;203,360;1929;6040,00;-0,17%;40,00%;44,98%;3,15%;59;0,1616
22/10/2024;GFGC7400DI;7400;Call;149,000;-7,27%;42.305.140;16:58:51;153,088;179,520;149,000;160,690;2607;6040,00;-0,17%;40,00%;44,96%;2,47%;59;0,1616
22/10/2024;GFGC7600DI;7600;Call;117,973;-8,37%;194.912.703;16:59:55;125,995;146,999;116,100;128,747;15060;6040,00;-0,17%;40,00%;45,26%;1,95%;59;0,1616
22/10/2024;GFGV3150DI;3150;Put;1,080;0,00%;117.833;16:28:08;1,050;1,081;1,000;1,080;1121;6040,00;-0,17%;40,00%;65,39%;0,02%;59;0,1616
22/10/2024;GFGV36464D;3646,4;Put;1,400;-0,43%;15.440;15:26:01;1,150;1,400;1,150;1,406;113;6040,00;-0,17%;40,00%;54,30%;0,02%;59;0,1616
22/10/2024;GFGV37964D;3796,4;Put;1,600;-8,57%;40.562;16:55:31;1,511;1,601;1,500;1,750;266;6040,00;-0,17%;40,00%;51,48%;0,03%;59;0,1616
22/10/2024;GFGV4050DI;4050;Put;1,700;-14,18%;26.357;16:55:21;1,990;1,990;1,700;1,981;148;6040,00;-0,17%;40,00%;45,98%;0,03%;59;0,1616
22/10/2024;GFGV4200DI;4200;Put;2,400;-1,88%;87.955;16:44:41;2,450;2,750;2,065;2,446;367;6040,00;-0,17%;40,00%;44,45%;0,04%;59;0,1616
22/10/2024;GFGV42964D;4296,4;Put;3,149;-2,17%;543.258;16:56:28;2,850;3,500;2,200;3,219;2010;6040,00;-0,17%;40,00%;43,79%;0,05%;59;0,1616
22/10/2024;GFGV4600DI;4600;Put;7,450;2,39%;982.754;16:59:40;7,050;8,990;5,500;7,276;1436;6040,00;-0,17%;40,00%;42,07%;0,12%;59;0,1616
22/10/2024;GFGV4800DI;4800;Put;14,000;6,19%;1.952.347;16:53:15;9,100;14,000;9,100;13,184;1664;6040,00;-0,17%;40,00%;41,77%;0,23%;59;0,1616
22/10/2024;GFGV5000DI;5000;Put;24,900;13,75%;7.803.207;16:59:19;22,790;24,900;19,130;21,891;3556;6040,00;-0,17%;40,00%;41,54%;0,41%;59;0,1616
22/10/2024;GFGV50964D;5096,4;Put;32,000;11,66%;5.058.815;16:59:04;29,890;33,260;21,401;28,659;1777;6040,00;-0,17%;40,00%;41,38%;0,53%;59;0,1616
22/10/2024;GFGV5400DI;5400;Put;73,000;13,11%;45.188.256;16:59:43;57,000;73,000;56,000;64,541;7273;6040,00;-0,17%;40,00%;42,39%;1,21%;59;0,1616
22/10/2024;GFGV5600DI;5600;Put;118,000;10,50%;31.050.509;16:59:54;90,001;118,000;90,001;106,785;2983;6040,00;-0,17%;40,00%;43,55%;1,95%;59;0,1616
22/10/2024;GFGV5800DI;5800;Put;178,500;8,86%;41.855.435;16:59:26;135,000;180,000;135,000;163,968;2566;6040,00;-0,17%;40,00%;44,83%;2,96%;59;0,1616
22/10/2024;GFGV58964D;5896,4;Put;216,000;10,34%;36.044.262;16:58:44;170,000;216,000;170,000;195,756;1816;6040,00;-0,17%;40,00%;45,80%;3,58%;59;0,1616
22/10/2024;GFGV60964D;6096,4;Put;283,000;2,74%;69.880.680;16:58:02;251,000;290,260;245,000;275,454;2654;6040,00;-0,17%;40,00%;45,27%;3,75%;59;0,1616
22/10/2024;GFGV6400DI;6400;Put;445,000;0,68%;4.291.818;16:57:52;400,010;445,000;400,000;442,000;102;6040,00;-0,17%;40,00%;48,24%;1,41%;59;0,1616
22/10/2024;GFGV6600DI;6600;Put;560,000;21,74%;9.187.301;16:55:39;540,000;579,999;530,000;460,000;169;6040,00;-0,17%;40,00%;49,35%;0,00%;59;0,1616
22/10/2024;GFGV6800DI;6800;Put;510,000;0,00%;51.000;12:07:52;510,000;510,000;510,000;0,000;1;6040,00;-0,17%;40,00%;31,68%;-4,14%;59;0,1616
22/10/2024;GFGV7000DI;7000;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;1160,000;0;6040,00;-0,17%;40,00%;;;59;0,1616
22/10/2024;GFGV7200DI;7200;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;-0,17%;40,00%;;;59;0,1616
22/10/2024;GFGV7400DI;7400;Put;900,000;0,00%;90.000;14:49:22;900,000;900,000;900,000;0,000;1;6040,00;-0,17%;40,00%;16,87%;-7,62%;59;0,1616
22/10/2024;GFGV7600DI;7600;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6040,00;-0,17%;40,00%;;;59;0,1616
23/10/2024;GFGC3150DI;3150;Call;3000,000;-1,73%;599.887;16:30:58;2998,869;3000,000;2998,869;3052,891;2;5900,00;-2,32%;41,00%;113,87%;4,24%;58;0,1589
23/10/2024;GFGC36464D;3646,4;Call;2200,000;-14,89%;220.000;16:20:31;2200,000;2200,000;2200,000;2584,930;1;5900,00;-2,32%;41,00%;0,00%;-0,91%;58;0,1589
23/10/2024;GFGC37964D;3796,4;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2495,721;0;5900,00;-2,32%;41,00%;;;58;0,1589
23/10/2024;GFGC4050DI;4050;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2128,333;0;5900,00;-2,32%;41,00%;;;58;0,1589
23/10/2024;GFGC4200DI;4200;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2167,378;0;5900,00;-2,32%;41,00%;;;58;0,1589
23/10/2024;GFGC42964D;4296,4;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2011,999;0;5900,00;-2,32%;41,00%;;;58;0,1589
23/10/2024;GFGC4600DI;4600;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;1652,790;0;5900,00;-2,32%;41,00%;;;58;0,1589
23/10/2024;GFGC4800DI;4800;Call;1420,000;-9,69%;1.984.908;15:15:51;1407,949;1469,633;1400,000;1572,363;14;5900,00;-2,32%;41,00%;41,18%;5,42%;58;0,1589
23/10/2024;GFGC5000DI;5000;Call;1240,540;-10,33%;10.242.566;16:57:09;1270,000;1331,044;1240,014;1383,383;81;5900,00;-2,32%;41,00%;39,14%;5,77%;58;0,1589
23/10/2024;GFGC50964D;5096,4;Call;1199,990;-6,86%;11.300.066;16:40:35;1175,000;1200,345;1149,260;1288,333;96;5900,00;-2,32%;41,00%;49,35%;6,72%;58;0,1589
23/10/2024;GFGC5400DI;5400;Call;935,000;-11,06%;155.409.946;16:58:27;911,400;999,933;911,400;1051,300;1665;5900,00;-2,32%;41,00%;43,00%;7,37%;58;0,1589
23/10/2024;GFGC5600DI;5600;Call;790,000;-12,20%;87.712.324;16:57:48;850,623;850,623;770,000;899,735;1099;5900,00;-2,32%;41,00%;42,60%;8,31%;58;0,1589
23/10/2024;GFGC5800DI;5800;Call;665,000;-13,08%;89.286.136;16:59:57;690,000;720,000;648,000;765,114;1328;5900,00;-2,32%;41,00%;43,18%;9,58%;58;0,1589
23/10/2024;GFGC58964D;5896,4;Call;610,000;-14,64%;148.306.978;16:59:04;667,710;680,000;575,000;714,651;2410;5900,00;-2,32%;41,00%;43,45%;10,28%;58;0,1589
23/10/2024;GFGC60964D;6096,4;Call;501,000;-14,66%;879.878.038;16:59:48;560,000;566,890;490,000;587,083;17017;5900,00;-2,32%;41,00%;43,37%;8,49%;58;0,1589
