FECHA;ESPECIE;BASE;TIPO;ÚLTIMO;%;MONTO;HORA;APE.;MAX.;MIN.;C. ANT.;NOMINAL;PRECIO GGAL;VAR. % GGAL;TLR;VI %;VE %;DELTA;GAMMA;VEGA;THETA;DÍAS AL VTO.;PLAZO (años)
14/08/2025;GFGV4200OC;4200;Put;3,150;26,00%;24.947;16:58:47;2,500;5,000;2,500;2,500;73;6450,00;-5,56%;40,03%;50,33%;0,05%;-0,0003;0,0000;0,0271;-0,0055;64;0,1753
14/08/2025;GFGV4500OC;4500;Put;5,000;78,57%;145.035;16:57:11;2,750;6,660;2,750;2,800;306;6450,00;-5,56%;40,03%;46,77%;0,08%;-0,0014;0,0000;0,1227;-0,0235;64;0,1753
14/08/2025;GFGV47785O;4778,5;Put;6,010;71,71%;128.722;16:46:17;3,500;8,999;3,500;3,500;203;6450,00;-5,56%;40,03%;42,01%;0,09%;-0,0049;0,0000;0,3819;-0,0689;64;0,1753
14/08/2025;GFGV50573O;5057,3;Put;10,777;80,28%;709.011;16:59:03;7,850;11,900;5,850;5,978;821;6450,00;-5,56%;40,03%;39,88%;0,17%;-0,0139;0,0000;0,9585;-0,1599;64;0,1753
14/08/2025;GFGV53785O;5378,5;Put;20,000;95,26%;12.231.316;16:59:22;13,500;25,000;11,000;10,243;6584;6450,00;-5,56%;40,03%;37,30%;0,31%;-0,0374;0,0001;2,2017;-0,3248;64;0,1753
14/08/2025;GFGV56573O;5657,3;Put;38,000;86,47%;11.522.235;16:58:12;22,000;45,000;22,000;20,379;3095;6450,00;-5,56%;40,03%;36,25%;0,59%;-0,0750;0,0001;3,8243;-0,4839;64;0,1753
14/08/2025;GFGV59573O;5957,3;Put;77,996;96,22%;54.855.164;16:59:59;55,000;80,000;48,000;39,750;8321;6450,00;-5,56%;40,03%;36,31%;1,21%;-0,1381;0,0002;5,9562;-0,5831;64;0,1753
14/08/2025;GFGV61785O;6178,5;Put;123,480;83,61%;49.790.563;16:59:51;70,000;125,000;68,000;67,250;4442;6450,00;-5,56%;40,03%;36,44%;1,91%;-0,2000;0,0003;7,5620;-0,5398;64;0,1753
14/08/2025;GFGV63573O;6357,3;Put;180,000;82,31%;100.317.722;16:58:47;109,001;190,000;109,001;98,735;6356;6450,00;-5,56%;40,03%;37,47%;2,79%;-0,2585;0,0003;8,7343;-0,3984;64;0,1753
14/08/2025;GFGV65785O;6578,5;Put;261,000;72,21%;90.895.911;16:57:54;198,000;300,000;167,000;151,559;3879;6450,00;-5,56%;40,03%;38,09%;2,05%;-0,3387;0,0004;9,8817;-0,0672;64;0,1753
14/08/2025;GFGV67785O;6778,5;Put;378,000;87,78%;80.032.826;16:58:45;255,000;390,000;220,001;201,300;2560;6450,00;-5,56%;40,03%;41,34%;0,77%;-0,4157;0,0004;10,5335;0,3871;64;0,1753
14/08/2025;GFGV69573O;6957,3;Put;504,000;78,81%;103.135.492;16:59:31;309,000;558,999;299,990;281,860;2419;6450,00;-5,56%;40,03%;45,04%;-0,05%;-0,4855;0,0004;10,7678;0,9096;64;0,1753
14/08/2025;GFGV71785O;7178,5;Put;715,000;0,00%;847.000;16:42:49;615,000;715,000;615,000;0,000;12;6450,00;-5,56%;40,03%;53,51%;-0,21%;-0,5699;0,0004;10,6092;1,6823;64;0,1753
14/08/2025;GFGV73573O;7357,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,6342;0,0004;10,1596;2,3812;64;0,1753
14/08/2025;GFGV75573O;7557,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,7002;0,0004;9,3884;3,2071;64;0,1753
14/08/2025;GFGV77573O;7757,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,7587;0,0003;8,4214;4,0458;64;0,1753
14/08/2025;GFGV79025O;7902,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,7961;0,0003;7,6489;4,6447;64;0,1753
14/08/2025;GFGV82025O;8202,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,8601;0,0002;6,0098;5,8129;64;0,1753
14/08/2025;GFGV85573O;8557,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,9143;0,0002;4,2281;7,0184;64;0,1753
14/08/2025;GFGV88785O;8878,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,9471;0,0001;2,9114;7,9245;64;0,1753
14/08/2025;GFGV91573O;9157,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,9662;0,0001;2,0286;8,5782;64;0,1753
14/08/2025;GFGV94785O;9478,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,9804;0,0001;1,2874;9,2047;64;0,1753
14/08/2025;GFGV97573O;9757,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,9880;0,0000;0,8419;9,6635;64;0,1753
14/08/2025;GFGV10079O;10079;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6450,00;-5,56%;40,03%;;;-0,9934;0,0000;0,5000;10,1224;64;0,1753
18/08/2025;GFGC38785O;3878,5;Call;2757,350;-3,72%;3.303.055;15:50:36;2600,000;2767,320;2600,000;2864,000;12;6380,00;-1,09%;45,00%;0,00%;4,01%;0,9999;0,0000;0,0074;-4,4425;60;0,1644
18/08/2025;GFGC4200OC;4200;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;0,9995;0,0000;0,0465;-4,8194;60;0,1644
18/08/2025;GFGC4500OC;4500;Call;2300,000;0,00%;3.450.000;12:54:50;2300,000;2300,000;2300,000;0,000;15;6380,00;-1,09%;45,00%;86,47%;6,58%;0,9977;0,0000;0,1844;-5,1917;60;0,1644
18/08/2025;GFGC47785O;4778,5;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;0,9928;0,0000;0,5190;-5,5748;60;0,1644
18/08/2025;GFGC50573O;5057,3;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;1904,980;0;6380,00;-1,09%;45,00%;;;0,9810;0,0000;1,1979;-6,0097;60;0,1644
18/08/2025;GFGC53785O;5378,5;Call;1400,000;-5,29%;280.000;16:32:39;1400,000;1400,000;1400,000;1478,250;2;6380,00;-1,09%;45,00%;35,59%;6,25%;0,9529;0,0001;2,5439;-6,5640;60;0,1644
18/08/2025;GFGC56573O;5657,3;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;1355,000;0;6380,00;-1,09%;45,00%;;;0,9105;0,0002;4,1837;-7,0379;60;0,1644
18/08/2025;GFGC59573O;5957,3;Call;1040,000;-9,48%;189.500;16:47:01;855,000;1040,000;855,000;1148,937;2;6380,00;-1,09%;45,00%;52,89%;9,68%;0,8429;0,0002;6,2178;-7,4376;60;0,1644
18/08/2025;GFGC61785O;6178,5;Call;810,197;-9,65%;11.473.111;16:58:24;760,000;825,000;750,000;896,779;148;6380,00;-1,09%;45,00%;42,13%;9,54%;0,7790;0,0003;7,6797;-7,5894;60;0,1644
18/08/2025;GFGC63573O;6357,3;Call;660,000;-11,99%;87.304.546;16:59:29;590,000;720,000;590,000;749,922;1320;6380,00;-1,09%;45,00%;37,79%;9,99%;0,7199;0,0003;8,7089;-7,5921;60;0,1644
18/08/2025;GFGC65785O;6578,5;Call;530,000;-11,60%;245.500.710;16:59:18;525,000;585,000;502,000;599,580;4559;6380,00;-1,09%;45,00%;37,61%;8,31%;0,6403;0,0004;9,6742;-7,4284;60;0,1644
18/08/2025;GFGC67785O;6778,5;Call;428,900;-11,86%;120.162.246;16:59:34;455,000;463,000;400,000;486,586;2723;6380,00;-1,09%;45,00%;37,60%;6,72%;0,5651;0,0004;10,1817;-7,1209;60;0,1644
18/08/2025;GFGC69573O;6957,3;Call;342,000;-14,17%;843.527.658;16:59:59;390,000;390,000;320,000;398,460;23947;6380,00;-1,09%;45,00%;36,74%;5,36%;0,4976;0,0004;10,3193;-6,7298;60;0,1644
18/08/2025;GFGC71785O;7178,5;Call;270,000;-10,59%;179.685.716;16:59:11;296,910;296,910;241,000;301,992;6651;6380,00;-1,09%;45,00%;37,67%;4,23%;0,4168;0,0004;10,0942;-6,1233;60;0,1644
18/08/2025;GFGC73573O;7357,3;Call;201,000;-13,42%;158.780.291;16:59:55;210,000;227,000;190,000;232,153;7565;6380,00;-1,09%;45,00%;36,15%;3,15%;0,3554;0,0004;9,6343;-5,5633;60;0,1644
18/08/2025;GFGC75573O;7557,3;Call;158,133;-10,92%;278.522.462;16:59:51;150,000;174,999;140,000;177,516;17058;6380,00;-1,09%;45,00%;36,85%;2,48%;0,2926;0,0004;8,8920;-4,8974;60;0,1644
18/08/2025;GFGC77573O;7757,3;Call;114,550;-16,69%;99.140.943;16:59:52;102,000;135,000;102,000;137,493;7952;6380,00;-1,09%;45,00%;36,31%;1,80%;0,2370;0,0003;7,9854;-4,2235;60;0,1644
18/08/2025;GFGC79025O;7902,5;Call;97,890;-11,67%;46.594.407;16:58:01;82,000;109,999;82,000;110,820;4590;6380,00;-1,09%;45,00%;37,16%;1,53%;0,2013;0,0003;7,2691;-3,7464;60;0,1644
18/08/2025;GFGC82025O;8202,5;Call;66,832;-14,29%;47.873.640;16:59:58;75,000;79,499;63,000;77,975;6727;6380,00;-1,09%;45,00%;38,06%;1,05%;0,1400;0,0002;5,7578;-2,8345;60;0,1644
18/08/2025;GFGC85573O;8557,3;Call;42,000;-15,61%;20.074.661;16:59:29;48,000;53,006;38,000;49,768;4414;6380,00;-1,09%;45,00%;38,96%;0,66%;0,0875;0,0002;4,1119;-1,9374;60;0,1644
18/08/2025;GFGC88785O;8878,5;Call;29,325;-12,69%;4.092.135;16:57:14;19,000;34,000;19,000;33,586;1344;6380,00;-1,09%;45,00%;40,25%;0,46%;0,0551;0,0001;2,8830;-1,3151;60;0,1644
18/08/2025;GFGC91573O;9157,3;Call;20,500;-20,47%;3.665.961;16:58:47;15,111;26,500;15,111;25,775;1580;6380,00;-1,09%;45,00%;40,89%;0,32%;0,0360;0,0001;2,0468;-0,9118;60;0,1644
18/08/2025;GFGC94785O;9478,5;Call;16,000;-15,79%;843.145;16:49:40;16,575;18,200;14,681;18,999;526;6380,00;-1,09%;45,00%;42,75%;0,25%;0,0215;0,0001;1,3315;-0,5794;60;0,1644
18/08/2025;GFGC97573O;9757,3;Call;11,900;-18,18%;1.287.085;16:56:44;12,001;14,393;11,000;14,544;1018;6380,00;-1,09%;45,00%;43,63%;0,19%;0,0135;0,0000;0,8919;-0,3814;60;0,1644
18/08/2025;GFGC10079O;10079;Call;8,660;-18,60%;2.997.748;16:59:29;11,000;11,000;7,000;10,639;3099;6380,00;-1,09%;45,00%;44,70%;0,14%;0,0077;0,0000;0,5460;-0,2294;60;0,1644
18/08/2025;GFGV38785O;3878,5;Put;3,100;11,39%;318.264;16:55:37;2,500;3,800;2,500;2,783;965;6380,00;-1,09%;45,00%;58,79%;0,05%;-0,0001;0,0000;0,0074;-0,0017;60;0,1644
18/08/2025;GFGV4200OC;4200;Put;4,400;33,33%;64.501;16:59:29;3,051;4,500;2,900;3,300;184;6380,00;-1,09%;45,00%;53,63%;0,07%;-0,0005;0,0000;0,0465;-0,0105;60;0,1644
18/08/2025;GFGV4500OC;4500;Put;5,000;10,57%;102.671;16:55:41;4,001;5,498;4,000;4,522;223;6380,00;-1,09%;45,00%;47,66%;0,08%;-0,0023;0,0000;0,1844;-0,0393;60;0,1644
18/08/2025;GFGV47785O;4778,5;Put;6,650;12,03%;191.947;16:56:44;5,301;6,950;5,301;5,936;302;6380,00;-1,09%;45,00%;43,37%;0,10%;-0,0072;0,0000;0,5190;-0,1036;60;0,1644
18/08/2025;GFGV50573O;5057,3;Put;11,200;13,14%;1.465.238;16:56:44;12,001;13,999;7,500;9,899;1320;6380,00;-1,09%;45,00%;40,73%;0,18%;-0,0190;0,0000;1,1979;-0,2193;60;0,1644
18/08/2025;GFGV53785O;5378,5;Put;23,600;21,14%;7.890.775;16:55:59;23,000;25,000;18,000;19,482;3692;6380,00;-1,09%;45,00%;39,08%;0,37%;-0,0471;0,0001;2,5439;-0,4058;60;0,1644
18/08/2025;GFGV56573O;5657,3;Put;44,000;15,18%;15.315.785;16:59:42;44,949;50,000;36,500;38,201;3700;6380,00;-1,09%;45,00%;37,99%;0,69%;-0,0895;0,0002;4,1837;-0,5605;60;0,1644
18/08/2025;GFGV59573O;5957,3;Put;89,000;16,85%;54.466.113;16:59:35;74,000;99,940;72,000;76,165;6548;6380,00;-1,09%;45,00%;38,22%;1,39%;-0,1571;0,0002;6,2178;-0,6167;60;0,1644
18/08/2025;GFGV61785O;6178,5;Put;137,439;13,80%;69.511.053;16:59:45;160,000;160,000;117,000;120,773;5216;6380,00;-1,09%;45,00%;38,24%;2,15%;-0,2210;0,0003;7,6797;-0,5152;60;0,1644
18/08/2025;GFGV63573O;6357,3;Put;185,000;3,85%;93.539.537;16:59:27;174,000;212,000;160,000;178,138;4933;6380,00;-1,09%;45,00%;37,91%;2,90%;-0,2801;0,0003;8,7089;-0,3132;60;0,1644
18/08/2025;GFGV65785O;6578,5;Put;286,000;10,11%;64.379.619;16:59:43;280,000;330,000;260,000;259,738;2207;6380,00;-1,09%;45,00%;40,35%;1,37%;-0,3597;0,0004;9,6742;0,1037;60;0,1644
18/08/2025;GFGV67785O;6778,5;Put;425,000;12,96%;42.393.795;16:59:00;377,000;465,000;370,000;376,256;1029;6380,00;-1,09%;45,00%;45,54%;0,42%;-0,4349;0,0004;10,1817;0,6402;60;0,1644
18/08/2025;GFGV69573O;6957,3;Put;560,000;12,57%;50.973.540;16:59:15;505,000;679,999;500,000;497,476;883;6380,00;-1,09%;45,00%;50,00%;-0,27%;-0,5024;0,0004;10,3193;1,2361;60;0,1644
18/08/2025;GFGV71785O;7178,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;715,000;0;6380,00;-1,09%;45,00%;;;-0,5832;0,0004;10,0942;2,0959;60;0,1644
18/08/2025;GFGV73573O;7357,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,6446;0,0004;9,6343;2,8606;60;0,1644
18/08/2025;GFGV75573O;7557,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,7074;0,0004;8,8920;3,7554;60;0,1644
18/08/2025;GFGV77573O;7757,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,7630;0,0003;7,9854;4,6584;60;0,1644
18/08/2025;GFGV79025O;7902,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,7987;0,0003;7,2691;5,3017;60;0,1644
18/08/2025;GFGV82025O;8202,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,8600;0,0002;5,7578;6,5572;60;0,1644
18/08/2025;GFGV85573O;8557,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,9125;0,0002;4,1119;7,8604;60;0,1644
18/08/2025;GFGV88785O;8878,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,9449;0,0001;2,8830;8,8505;60;0,1644
18/08/2025;GFGV91573O;9157,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,9640;0,0001;2,0468;9,5731;60;0,1644
18/08/2025;GFGV94785O;9478,5;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,9785;0,0001;1,3315;10,2732;60;0,1644
18/08/2025;GFGV97573O;9757,3;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,9865;0,0000;0,8919;10,7904;60;0,1644
18/08/2025;GFGV10079O;10079;Put;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6380,00;-1,09%;45,00%;;;-0,9923;0,0000;0,5460;11,3108;60;0,1644
19/08/2025;GFGC38785O;3878,5;Call;2583,950;-6,54%;7.493.455;13:53:27;2583,950;2583,950;2583,950;2764,828;29;6070,00;-4,86%;42,00%;114,01%;6,47%;0,9997;0,0000;0,0234;-4,1756;59;0,1616
19/08/2025;GFGC4200OC;4200;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6070,00;-4,86%;42,00%;;;0,9984;0,0000;0,1261;-4,5444;59;0,1616
19/08/2025;GFGC4500OC;4500;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;2300,000;0;6070,00;-4,86%;42,00%;;;0,9937;0,0000;0,4342;-4,9308;59;0,1616
19/08/2025;GFGC47785O;4778,5;Call;0,000;0,00%;0;0:00:00;0,000;0,000;0,000;0,000;0;6070,00;-4,86%;42,00%;;;0,9821;0,0000;1,0767;-5,3498;59;0,1616
19/08/2025;GFGC50573O;5057,3;Call;1485,000;-22,05%;3.118.500;13:53:34;1485,000;1485,000;1485,000;1904,980;21;6070,00;-4,86%;42,00%;67,71%;7,78%;0,9577;0,0001;2,1987;-5,8267;59;0,1616
19/08/2025;GFGC53785O;5378,5;Call;1150,000;-17,86%;4.296.833;16:32:58;1265,300;1265,300;1143,345;1400,000;36;6070,00;-4,86%;42,00%;50,37%;7,55%;0,9065;0,0002;4,0763;-6,3850;59;0,1616
19/08/2025;GFGC56573O;5657,3;Call;902,977;-33,36%;13.094.338;16:27:42;1070,000;1070,000;902,977;1355,000;130;6070,00;-4,86%;42,00%;43,23%;8,08%;0,8381;0,0003;5,9834;-6,7696;59;0,1616
19/08/2025;GFGC59573O;5957,3;Call;720,000;-24,01%;17.762.813;16:56:14;840,000;840,000;720,000;947,500;237;6070,00;-4,86%;42,00%;45,21%;10,00%;0,7410;0,0004;7,9001;-6,9452;59;0,1616
19/08/2025;GFGC61785O;6178,5;Call;590,000;-25,23%;108.044.789;16:59:27;755,100;799,990;585,000;789,039;1760;6070,00;-4,86%;42,00%;44,83%;9,72%;0,6578;0,0004;8,9644;-6,8579;59;0,1616
19/08/2025;GFGC63573O;6357,3;Call;487,000;-24,59%;135.348.583;16:59:22;650,000;685,000;480,000;645,804;2507;6070,00;-4,86%;42,00%;43,54%;8,02%;0,5865;0,0004;9,5064;-6,6417;59;0,1616
19/08/2025;GFGC65785O;6578,5;Call;390,000;-26,10%;220.362.675;16:59:36;560,000;560,000;381,000;527,708;5194;6070,00;-4,86%;42,00%;43,67%;6,43%;0,4973;0,0004;9,7357;-6,2068;59;0,1616
19/08/2025;GFGC67785O;6778,5;Call;302,011;-27,80%;320.606.203;16:59:18;446,000;446,000;298,000;418,310;9499;6070,00;-4,86%;42,00%;42,35%;4,98%;0,4192;0,0004;9,5354;-5,6827;59;0,1616
19/08/2025;GFGC69573O;6957,3;Call;240,000;-28,65%;815.670.489;16:59:59;336,500;359,000;225,010;336,388;29085;6070,00;-4,86%;42,00%;41,80%;3,95%;0,3537;0,0004;9,0733;-5,1405;59;0,1616
19/08/2025;GFGC71785O;7178,5;Call;171,000;-34,32%;238.596.770;16:59:47;232,000;279,000;160,100;260,351;11775;6070,00;-4,86%;42,00%;40,47%;2,82%;0,2804;0,0004;8,2210;-4,4191;59;0,1616
19/08/2025;GFGC73573O;7357,3;Call;130,000;-36,26%;84.590.832;16:59:59;204,998;208,000;125,000;203,942;5510;6070,00;-4,86%;42,00%;39,94%;2,14%;0,2285;0,0003;7,3841;-3,8289;59;0,1616
19/08/2025;GFGC75573O;7557,3;Call;99,000;-36,90%;209.454.879;16:59:59;153,000;168,000;91,000;156,883;17638;6070,00;-4,86%;42,00%;40,16%;1,63%;0,1787;0,0003;6,3750;-3,1928;59;0,1616
19/08/2025;GFGC77573O;7757,3;Call;75,000;-34,86%;88.134.368;16:59:57;114,200;119,999;72,000;115,132;9638;6070,00;-4,86%;42,00%;40,41%;1,24%;0,1374;0,0002;5,3617;-2,6062;59;0,1616
19/08/2025;GFGC79025O;7902,5;Call;60,000;-37,25%;47.754.890;16:59:57;99,000;99,000;57,000;95,616;7062;6070,00;-4,86%;42,00%;40,38%;0,99%;0,1123;0,0002;4,6572;-2,2207;59;0,1616
19/08/2025;GFGC82025O;8202,5;Call;40,000;-39,15%;63.658.290;16:59:46;64,000;68,900;39,000;65,738;13636;6070,00;-4,86%;42,00%;41,05%;0,66%;0,0722;0,0001;3,3545;-1,5456;59;0,1616
19/08/2025;GFGC85573O;8557,3;Call;25,211;-40,07%;12.872.627;16:59:01;41,000;41,000;25,000;42,067;4194;6070,00;-4,86%;42,00%;41,97%;0,42%;0,0410;0,0001;2,1475;-0,9573;59;0,1616
